STATION_NAME,STN_ID,LAT,LON,January,February,March,April,May,June,July,August,September,October,November,December
RICHMOND-POST-OFFICE,30045,-20.73,143.14,37.82,36.97,36.5,34.12,30.59,28.46,28.29,29.39,33.95,37.02,38.17,38.55
RICHMOND-RAAF,67105,-33.6,150.78,30.53,29.73,27.54,25.47,21.96,19.49,19.12,20.36,23.24,25.85,26.89,29.12
ROBE-COMPARISON,26026,-37.16,139.76,23.44,22.43,21.87,19.79,17.61,15.4,14.45,15.48,16.89,18.91,20.43,21.88
ROCKHAMPTON-AERO,39083,-23.38,150.48,34.64,34.03,32.81,30.85,28.38,26.38,25.9,26.46,29.51,31.96,33.32,33.92
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,32.22,32.41,28.4,24.02,18.09,14.13,13.27,15.8,18.58,22.24,26.26,30.47
SCONE-AIRPORT-AWS,61363,-32.03,150.83,32.35,30.91,29.27,25.56,22.32,18.4,17.66,19.27,23.64,27.44,29.09,31.7
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,32.59,32.82,29.24,24.64,20.35,16.5,15.79,16.32,20.32,24.21,28.16,29.99
ST-GEORGE-AIRPORT,43109,-28.05,148.59,37.51,34.74,32.83,29.45,25.02,21.0,20.32,22.53,27.1,31.2,33.73,35.19
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,27.18,27.45,26.7,24.42,21.57,19.26,18.69,19.64,22.42,24.18,24.65,26.31
TARCOOLA-AERO,16098,-30.71,134.58,37.55,35.43,32.92,27.42,23.69,20.05,19.16,21.25,25.68,28.27,32.35,34.68
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,38.48,37.52,35.94,33.43,29.68,26.8,27.41,29.3,34.15,36.84,38.84,38.26
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,40.62,38.66,35.23,30.92,25.45,21.59,21.22,24.88,29.6,32.48,35.0,38.46
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,38.24,36.9,33.21,28.58,23.37,20.11,19.99,22.19,25.78,28.64,33.65,35.41
TOWNSVILLE-AERO,32040,-19.25,146.77,33.51,32.88,31.96,31.1,29.54,27.88,27.37,28.13,29.54,31.15,32.03,32.61
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,37.19,36.05,36.38,36.25,34.41,31.05,31.07,32.86,37.55,39.34,39.8,38.5
WAGGA-WAGGA-AMO,72150,-35.16,147.46,34.37,33.75,30.2,26.17,20.13,15.41,14.8,17.47,20.52,25.16,29.29,32.26
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,38.06,36.58,32.92,29.07,24.23,20.41,19.51,22.49,27.67,31.14,33.11,36.14
WANDERING,10917,-32.67,116.67,33.17,32.46,29.42,25.75,20.77,17.63,16.4,16.4,18.86,22.55,27.81,31.39
WEIPA-AERO,27045,-12.68,141.92,33.65,32.8,33.21,33.96,33.52,32.73,32.49,33.41,35.14,36.34,36.15,34.81
WILCANNIA-REID-ST,46043,-31.56,143.37,35.97,35.79,33.32,27.49,22.45,19.22,17.88,20.1,25.3,27.86,32.15,34.92
WILLIAMTOWN-RAAF,61078,-32.79,151.84,30.51,29.11,27.46,25.52,21.96,19.09,18.44,20.13,22.93,25.69,27.22,28.63
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,20.86,21.72,19.91,17.98,15.8,13.83,12.97,13.18,14.94,16.53,17.42,19.04
WITTENOOM,5026,-22.24,118.34,42.62,40.21,39.11,35.89,31.21,27.06,26.69,29.25,33.88,38.69,41.47,41.99
WOOMERA-AERODROME,16001,-31.16,136.81,36.93,35.91,33.24,27.51,23.06,18.67,18.63,20.33,24.69,27.94,32.03,34.52
WYALONG-POST-OFFICE,73054,-33.93,147.24,35.08,34.61,31.01,27.14,21.26,16.97,15.72,18.35,22.04,26.77,30.13,33.24
YAMBA-PILOT-STATION,58012,-29.43,153.36,28.74,28.82,28.02,26.45,24.03,21.82,21.1,21.94,24.03,25.36,26.41,27.82
