STATION_NAME,STN_ID,LAT,LON,January,February,March,April,May,June,July,August,September,October,November,December
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,26.26,25.97,24.61,22.75,20.17,17.17,16.46,17.1,18.87,20.98,22.75,24.55
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,28.68,28.19,26.34,23.97,21.1,19.05,17.95,19.35,21.99,24.0,24.87,26.76
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,30.77,30.28,27.54,24.23,19.37,15.56,15.21,16.1,19.65,22.84,25.71,28.68
OODNADATTA-AIRPORT,17043,-27.56,135.45,38.74,37.89,34.08,29.3,24.56,20.85,21.22,23.81,27.96,30.9,34.87,37.21
ORBOST,84145,-37.69,148.47,26.37,26.28,24.74,21.16,18.52,15.94,15.23,16.86,18.51,20.33,22.2,24.03
PALMERVILLE,28004,-16.0,144.08,34.61,33.85,33.29,33.67,32.52,31.14,30.72,32.22,34.83,37.43,37.81,36.48
PERTH-AIRPORT,9021,-31.93,115.98,33.76,32.94,32.14,28.47,23.43,20.22,19.34,20.3,22.25,25.27,28.54,30.27
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,37.48,37.05,37.85,36.82,32.57,28.7,28.88,30.19,32.52,36.44,37.9,37.24
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,28.7,28.67,27.07,24.83,22.66,20.62,19.53,20.82,23.64,25.03,25.89,27.92
RABBIT-FLAT,15666,-20.18,130.01,40.44,38.36,38.37,36.13,32.03,28.6,28.64,30.25,36.07,39.47,40.61,40.08
RICHMOND-POST-OFFICE,30045,-20.73,143.14,38.7,37.79,36.53,34.87,31.54,29.14,29.13,30.1,34.56,37.4,38.82,38.68
RICHMOND-RAAF,67105,-33.6,150.78,32.31,31.05,28.36,26.21,22.87,20.36,19.99,21.76,25.29,27.75,29.19,30.62
ROBE-COMPARISON,26026,-37.16,139.76,23.38,24.03,22.29,20.56,18.16,16.09,15.15,15.99,17.58,19.44,21.32,23.24
ROCKHAMPTON-AERO,39083,-23.38,150.48,33.26,32.77,32.02,29.9,27.36,25.17,24.8,25.64,28.5,30.79,31.92,33.06
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,35.38,34.98,31.54,26.89,21.5,17.45,16.41,17.87,21.67,25.56,31.04,34.53
SCONE-AIRPORT-AWS,61363,-32.03,150.83,33.73,32.66,29.99,27.23,22.64,18.84,18.06,19.92,24.17,27.78,31.51,33.13
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,33.74,33.03,28.83,25.52,20.87,17.37,16.62,17.1,19.86,23.66,28.36,30.05
ST-GEORGE-AIRPORT,43109,-28.05,148.59,35.72,34.35,32.98,29.03,23.98,20.63,20.62,22.3,26.83,30.24,32.62,35.04
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,27.36,27.37,26.02,24.37,21.39,19.11,18.53,19.71,21.68,23.58,24.37,25.95
TARCOOLA-AERO,16098,-30.71,134.58,37.89,36.9,34.18,28.48,24.64,20.53,19.92,21.8,26.48,30.33,33.22,35.76
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,38.24,37.48,36.57,33.81,29.18,26.25,26.05,28.96,33.77,36.23,38.19,38.0
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,39.01,36.88,34.69,29.38,25.06,21.46,19.97,23.32,28.44,31.69,34.33,38.02
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,37.95,36.39,32.95,28.35,22.84,19.42,19.57,21.75,26.05,29.66,33.43,36.19
TOWNSVILLE-AERO,32040,-19.25,146.77,34.22,34.25,33.87,32.66,30.97,29.14,28.8,28.92,30.62,32.11,33.52,34.1
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,38.41,37.45,37.88,37.73,35.49,31.74,32.1,34.48,38.73,39.91,40.87,39.48
WAGGA-WAGGA-AMO,72150,-35.16,147.46,33.76,32.29,29.12,24.38,19.11,14.92,13.7,15.42,18.81,22.64,27.47,31.07
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,37.55,36.16,34.27,29.24,24.83,20.52,19.64,21.86,26.51,30.61,33.11,36.79
WANDERING,10917,-32.67,116.67,33.01,32.34,29.85,24.93,20.46,17.19,16.25,16.27,19.17,22.7,27.67,31.21
WEIPA-AERO,27045,-12.68,141.92,33.75,33.29,34.24,34.64,33.97,32.87,32.84,33.57,35.54,36.94,36.85,35.22
WILCANNIA-REID-ST,46043,-31.56,143.37,38.26,35.29,32.83,28.16,22.48,19.37,18.4,20.56,25.0,28.54,32.78,34.8
WILLIAMTOWN-RAAF,61078,-32.79,151.84,29.27,29.44,27.77,25.38,21.96,19.51,18.7,20.05,23.41,26.13,26.84,28.72
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,21.78,22.25,20.63,18.7,16.75,14.7,13.77,14.33,15.61,16.77,18.38,19.94
WITTENOOM,5026,-22.24,118.34,42.76,40.02,39.4,36.09,30.27,26.73,26.99,29.57,34.41,38.88,41.65,42.81
WOOMERA-AERODROME,16001,-31.16,136.81,36.26,35.78,32.21,27.39,22.5,19.02,18.24,20.52,24.54,27.99,31.43,33.38
WYALONG-POST-OFFICE,73054,-33.93,147.24,34.12,33.88,29.95,26.5,21.15,16.77,15.67,17.29,20.67,25.01,29.56,32.96
YAMBA-PILOT-STATION,58012,-29.43,153.36,28.05,28.37,26.94,25.21,22.98,21.0,20.28,21.1,23.67,25.21,25.42,26.92
