STATION_NAME,STN_ID,LAT,LON,January,February,March,April,May,June,July,August,September,October,November,December
MORAWA-AIRPORT,8296,-29.2,116.02,37.54,37.12,34.34,30.29,24.4,20.14,19.23,19.97,23.8,28.19,31.79,35.57
MOREE-AERO,53115,-29.49,149.85,35.08,33.43,32.01,27.26,23.33,19.42,18.59,20.25,25.22,29.68,32.17,33.01
MORUYA-HEADS-PILOT-STATION,69018,-35.91,150.15,24.67,24.8,23.71,21.98,19.77,17.84,16.81,17.8,19.78,21.43,21.42,22.85
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,26.5,27.31,24.04,20.7,17.72,15.24,14.62,15.56,17.35,19.29,22.12,24.31
NHILL-AERODROME,78015,-36.31,141.65,32.11,31.82,27.28,23.11,19.03,15.53,14.93,16.39,19.38,22.28,26.92,30.07
NORMANTON-AIRPORT,29063,-17.69,141.07,36.68,35.88,36.78,37.04,35.08,33.01,32.79,34.08,36.46,38.28,38.93,38.18
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,27.21,26.56,25.45,24.69,21.7,19.07,18.3,19.03,21.02,22.98,24.98,26.54
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,27.99,27.83,26.15,24.58,21.38,18.77,17.98,19.66,21.47,23.69,24.79,27.01
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,29.76,29.47,27.17,21.94,18.1,14.65,14.29,14.7,18.25,21.13,25.02,27.12
OODNADATTA-AIRPORT,17043,-27.56,135.45,40.51,38.56,36.49,30.6,26.44,22.09,21.29,23.81,29.69,33.02,36.47,39.18
ORBOST,84145,-37.69,148.47,26.07,26.1,23.37,21.03,18.05,15.51,15.1,16.57,17.93,19.9,22.25,23.77
PALMERVILLE,28004,-16.0,144.08,34.52,33.65,33.05,33.21,31.84,30.71,30.65,31.29,34.37,36.98,37.52,36.37
PERTH-AIRPORT,9021,-31.93,115.98,34.8,34.3,32.83,27.96,24.21,20.71,19.82,20.51,22.11,24.84,29.41,31.42
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,37.79,38.3,38.86,38.46,33.56,29.87,29.69,30.52,33.12,36.86,38.47,38.06
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,28.64,28.87,27.28,25.05,22.85,21.03,19.96,21.26,24.03,25.37,25.99,27.51
RABBIT-FLAT,15666,-20.18,130.01,42.97,39.79,39.91,38.62,33.91,30.14,28.76,33.76,38.03,40.66,42.61,42.86
RICHMOND-POST-OFFICE,30045,-20.73,143.14,40.79,38.88,36.94,34.88,31.55,28.88,28.31,31.08,34.9,38.01,39.27,39.52
RICHMOND-RAAF,67105,-33.6,150.78,30.66,30.05,28.04,25.2,22.27,19.95,19.29,20.59,23.77,26.35,27.4,29.33
ROBE-COMPARISON,26026,-37.16,139.76,23.09,23.34,21.35,19.8,17.48,15.35,14.84,15.49,16.72,18.47,20.25,21.6
ROCKHAMPTON-AERO,39083,-23.38,150.48,33.62,32.99,31.74,29.5,27.43,24.89,24.32,26.27,29.02,31.06,31.93,32.82
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,32.46,32.86,29.33,23.99,18.66,14.66,13.42,15.29,18.58,22.2,26.4,31.01
SCONE-AIRPORT-AWS,61363,-32.03,150.83,31.52,31.06,28.41,25.4,21.17,18.12,17.04,18.7,22.44,25.95,28.0,30.08
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,33.0,33.5,29.39,25.22,20.87,16.99,15.65,16.57,20.37,24.18,28.01,30.34
ST-GEORGE-AIRPORT,43109,-28.05,148.59,36.26,34.52,33.13,28.83,24.48,20.87,20.13,21.8,26.89,30.19,32.88,35.1
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,27.76,27.18,25.85,24.08,21.39,18.92,18.13,19.87,21.91,24.23,24.47,26.65
TARCOOLA-AERO,16098,-30.71,134.58,37.27,36.34,32.26,28.49,23.48,19.7,19.91,22.09,25.64,28.49,31.93,34.38
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,38.11,36.06,35.92,33.5,29.41,25.97,25.61,28.11,33.49,36.33,37.58,38.11
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,38.1,36.6,34.88,29.39,24.7,21.06,20.96,22.62,28.13,31.7,34.1,37.04
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,37.79,36.79,33.79,28.86,23.32,19.87,19.05,21.38,25.5,29.32,31.82,36.02
TOWNSVILLE-AERO,32040,-19.25,146.77,32.74,32.39,32.02,30.75,28.46,27.68,26.39,27.18,28.87,30.73,31.85,32.73
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,36.91,35.79,36.45,36.02,33.66,30.31,30.45,32.7,37.48,39.31,39.62,37.72
WAGGA-WAGGA-AMO,72150,-35.16,147.46,33.59,31.65,28.43,23.8,18.58,14.37,13.52,15.03,18.33,22.43,27.73,30.09
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,38.67,36.79,35.3,30.23,25.75,21.53,19.97,22.76,27.33,31.4,34.47,37.65
WANDERING,10917,-32.67,116.67,32.66,31.94,30.02,25.99,20.57,16.91,15.47,16.24,18.59,22.48,27.03,30.89
WEIPA-AERO,27045,-12.68,141.92,33.24,32.33,32.9,33.37,32.96,32.13,31.99,32.8,35.02,36.37,36.29,34.46
WILCANNIA-REID-ST,46043,-31.56,143.37,36.14,36.29,32.17,27.92,21.88,18.85,17.9,21.21,25.84,28.14,31.8,34.12
WILLIAMTOWN-RAAF,61078,-32.79,151.84,32.05,31.23,29.06,26.83,23.45,20.52,19.8,21.83,25.19,28.23,29.55,31.71
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,21.16,21.12,20.59,18.18,16.26,14.04,13.19,13.89,15.28,16.7,17.79,19.56
WITTENOOM,5026,-22.24,118.34,41.28,39.33,38.03,35.24,29.72,26.52,26.35,28.71,33.41,37.31,40.28,40.57
WOOMERA-AERODROME,16001,-31.16,136.81,35.55,33.99,31.66,26.24,22.05,18.35,17.62,19.52,24.0,27.12,31.1,33.26
WYALONG-POST-OFFICE,73054,-33.93,147.24,35.81,34.89,30.85,26.79,21.0,17.18,15.68,17.8,22.21,26.51,30.98,33.6
YAMBA-PILOT-STATION,58012,-29.43,153.36,28.14,28.23,26.81,25.41,23.1,20.99,20.38,21.97,23.29,25.22,25.11,26.66
