STATION_NAME,STN_ID,LAT,LON,January,February,March,April,May,June,July,August,September,October,November,December
CARNARVON-AIRPORT,6011,-24.89,113.67,32.67,34.09,32.51,30.71,27.69,25.03,23.91,23.82,25.5,26.93,29.32,30.59
CEDUNA-AMO,18012,-32.13,133.7,30.66,30.48,28.34,26.2,22.42,19.76,19.05,20.67,24.39,25.83,28.43,29.03
CHARLEVILLE-AERO,44021,-26.41,146.26,37.22,35.13,35.06,28.86,26.66,21.23,21.2,23.8,27.9,31.87,34.43,35.98
CHARTERS-TOWERS-AIRPORT,34084,-20.05,146.27,35.02,33.61,32.47,30.48,27.5,26.77,25.42,27.09,30.44,33.34,34.52,35.51
COBAR-MO,48027,-31.48,145.83,36.38,35.73,31.89,27.81,23.01,18.79,18.27,20.24,24.64,27.31,31.69,34.6
COFFS-HARBOUR-MO,59040,-30.31,153.12,28.08,27.89,26.54,24.69,22.29,20.44,19.58,20.7,22.98,25.09,25.22,26.81
CUNDERDIN-AIRFIELD,10286,-31.62,117.22,35.34,34.35,31.37,27.6,22.08,18.78,16.74,18.19,21.52,25.36,30.09,33.74
DALWALLINU-COMPARISON,8039,-30.28,116.66,37.31,36.03,33.68,29.0,23.45,20.14,18.46,19.21,23.04,27.13,31.82,35.36
DARWIN-AIRPORT,14015,-12.42,130.89,32.38,31.95,32.95,33.75,32.87,31.5,31.24,32.02,33.21,34.15,34.27,33.2
DENILIQUIN-AIRPORT-AWS,74258,-35.56,144.95,34.26,33.39,30.35,25.04,19.07,15.59,15.24,16.78,20.31,23.88,29.4,31.2
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,35.37,34.83,31.24,27.22,21.8,18.4,16.8,18.84,23.36,27.65,31.37,33.77
EAST-SALE-AIRPORT,85072,-38.12,147.13,27.55,27.36,25.38,22.46,19.42,16.57,16.08,17.25,18.91,21.26,23.54,25.54
ESPERANCE,9789,-33.83,121.89,27.6,27.0,25.88,24.07,20.94,18.75,17.4,18.45,19.81,20.84,23.37,25.09
EUCLA,11003,-31.68,128.88,29.25,28.84,27.71,26.41,24.06,21.47,20.8,21.6,24.75,26.57,27.52,28.3
FORREST,11052,-30.85,128.11,34.5,33.19,29.99,26.94,23.4,20.56,20.0,21.46,25.33,27.4,30.55,31.5
GABO-ISLAND-LIGHTHOUSE,84016,-37.57,149.92,22.79,22.99,21.85,20.86,18.3,16.18,15.57,16.49,17.45,19.1,19.66,21.04
GAYNDAH-AIRPORT,39066,-25.62,151.62,34.11,33.3,32.04,29.79,26.67,24.05,23.28,24.34,27.91,30.57,31.82,33.43
GEORGETOWN-AIRPORT,30124,-18.3,143.53,37.51,36.12,37.14,36.04,33.3,31.47,31.88,32.59,36.36,39.01,39.64,39.31
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,32.44,32.95,32.48,29.69,24.92,21.67,19.79,20.56,22.55,25.4,28.09,30.26
GILES-METEOROLOGICAL-OFFICE,13017,-25.03,128.3,37.7,36.82,35.04,29.75,24.65,20.71,20.8,22.96,29.17,32.65,35.04,36.06
GROVE-RESEARCH-STATION,94220,-42.99,147.07,23.86,24.08,22.24,19.27,16.54,13.71,13.64,14.87,16.52,18.46,19.95,21.78
GUNNEDAH-RESOURCE-CENTRE,55024,-31.03,150.27,35.39,33.29,30.94,27.49,22.77,18.35,18.04,19.8,23.16,27.07,30.79,32.67
HALLS-CREEK-AIRPORT,2012,-18.23,127.66,38.24,37.01,37.46,36.1,32.04,28.84,29.4,32.02,36.58,38.77,40.35,38.68
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,23.29,23.57,21.43,18.96,16.21,13.76,13.63,14.48,16.84,18.71,19.96,21.71
HORN-ISLAND,27058,-10.58,142.29,31.33,30.97,31.03,30.75,30.01,29.42,28.65,28.7,29.99,31.24,32.46,32.1
INVERELL-RAGLAN-ST,56242,-29.78,151.11,31.62,30.66,29.17,25.47,21.74,18.36,17.29,18.66,22.22,24.88,27.18,30.08
JERVIS-BAY-POINT-PERPENDICULAR-AWS,68151,-35.09,150.8,25.41,26.01,24.26,22.25,19.85,17.86,16.64,17.77,20.15,22.07,22.48,24.04
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,35.35,32.99,30.3,27.04,22.13,18.95,18.4,19.67,23.31,26.98,30.49,32.76
KALUMBURU,1019,-14.3,126.65,35.95,34.32,35.36,36.07,34.82,33.11,33.24,34.57,37.08,38.06,38.6,36.64
KATANNING-COMPARISON,10579,-33.69,117.56,31.15,30.98,28.86,24.92,20.32,16.88,15.72,16.47,18.84,22.57,26.77,29.31
KERANG,80023,-35.72,143.92,33.04,32.32,29.1,25.03,19.66,15.96,15.2,17.83,21.5,24.37,27.95,31.67
KYANCUTTA,18044,-33.13,135.56,33.89,33.1,31.36,26.07,22.08,18.67,18.35,18.98,22.97,25.95,29.54,31.09
LARAPUNA-EDDYSTONE-POINT,92045,-40.99,148.35,22.01,22.75,21.86,19.42,17.29,15.15,14.86,15.15,16.43,17.98,18.99,20.79
LAUNCESTON-AIRPORT,91311,-41.55,147.21,24.52,25.6,23.36,18.96,15.56,13.2,12.99,13.74,15.67,17.9,20.47,22.54
LAVERTON-RAAF,87031,-37.86,144.76,26.69,26.94,24.5,21.28,18.04,15.24,14.72,15.77,17.99,20.44,22.15,24.27
LEARMONTH-AIRPORT,5007,-22.24,114.1,39.79,38.52,37.65,35.09,30.01,26.79,26.28,27.71,30.88,34.18,36.21,37.97
LONGREACH-AERO,36031,-23.44,144.28,38.77,38.1,37.53,32.7,29.7,25.47,26.45,27.7,31.93,36.89,37.01,38.85
LOW-HEAD,91293,-41.06,146.79,21.67,21.8,20.54,18.7,16.13,13.9,13.18,13.41,14.51,15.82,17.64,19.0
MACKAY-M.O,33119,-21.12,149.22,30.98,30.75,29.85,27.72,25.27,22.78,22.51,23.68,26.32,28.73,30.1,30.84
MARBLE-BAR,4106,-21.18,119.75,41.59,39.3,39.47,38.5,33.43,29.27,29.11,32.09,35.49,38.77,41.84,42.44
MARREE,17031,-29.65,138.06,38.55,38.06,35.39,29.99,24.51,20.85,20.26,22.26,27.36,30.76,34.2,36.51
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,40.12,39.36,37.34,32.09,27.02,21.45,21.28,23.06,28.61,33.32,35.99,39.08
MELBOURNE-REGIONAL-OFFICE,86071,-37.81,144.97,27.55,27.66,24.44,21.33,18.36,15.7,15.01,16.39,18.84,20.77,23.68,25.9
MERREDIN,10092,-31.48,118.28,38.57,38.59,36.17,30.8,25.39,21.02,20.57,21.71,25.51,30.89,34.71,37.59
MILDURA-AIRPORT,76031,-34.24,142.09,33.14,33.59,29.66,25.79,20.42,16.96,16.17,18.89,22.74,26.19,28.44,31.53
MILES-CONSTANCE-STREET,42112,-26.66,150.18,35.75,34.27,32.81,29.99,25.84,23.01,22.26,23.61,27.53,30.64,32.55,34.24
MORAWA-AIRPORT,8296,-29.2,116.02,39.08,38.41,35.21,31.26,25.75,22.19,20.76,21.44,25.13,29.5,33.56,36.61
MOREE-AERO,53115,-29.49,149.85,34.21,33.04,31.62,27.53,23.49,19.74,18.8,20.52,25.52,29.14,31.9,33.44
MORUYA-HEADS-PILOT-STATION,69018,-35.91,150.15,24.8,24.78,24.49,22.3,20.19,18.1,17.39,18.11,20.17,21.53,22.2,23.39
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,27.98,28.16,26.98,23.14,19.45,16.68,16.14,17.14,19.07,21.27,23.6,25.88
NHILL-AERODROME,78015,-36.31,141.65,31.17,31.73,27.97,23.61,19.03,15.2,14.93,16.46,18.59,21.96,25.56,28.84
NORMANTON-AIRPORT,29063,-17.69,141.07,35.69,34.11,34.71,35.14,33.34,30.56,30.05,31.76,35.05,37.09,37.84,36.7
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,26.77,26.86,24.7,23.24,21.38,18.65,17.94,18.06,19.56,21.95,24.4,25.11
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,28.14,27.96,26.37,24.86,21.45,19.11,18.55,20.08,22.54,24.68,25.15,27.33
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,31.63,31.42,28.41,24.01,19.47,15.67,15.38,16.36,19.31,22.0,26.73,28.9
OODNADATTA-AIRPORT,17043,-27.56,135.45,40.49,39.05,35.85,31.13,25.44,21.8,20.7,24.11,31.12,33.59,37.36,38.63
ORBOST,84145,-37.69,148.47,26.21,26.5,24.04,21.19,18.03,15.68,15.07,16.11,18.16,20.18,21.94,23.66
PALMERVILLE,28004,-16.0,144.08,34.51,33.61,33.09,33.34,32.58,31.65,31.31,32.26,35.17,37.31,37.67,36.31
PERTH-AIRPORT,9021,-31.93,115.98,33.23,32.8,30.93,26.85,23.21,20.48,19.44,19.59,21.35,23.99,28.14,29.94
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,37.11,36.68,37.8,36.61,32.59,29.34,29.1,30.07,33.14,37.04,37.08,36.69
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,28.53,28.44,26.71,24.46,22.74,20.5,19.45,20.89,23.62,25.13,25.66,27.49
RABBIT-FLAT,15666,-20.18,130.01,39.28,37.74,38.0,34.93,29.47,27.78,27.46,30.53,35.29,37.49,40.55,39.62
RICHMOND-POST-OFFICE,30045,-20.73,143.14,38.5,37.23,36.25,34.19,30.26,28.12,27.65,29.46,33.51,36.93,38.28,38.64
RICHMOND-RAAF,67105,-33.6,150.78,30.74,30.07,27.69,25.48,22.05,19.43,18.88,21.0,23.34,26.05,27.41,29.55
ROBE-COMPARISON,26026,-37.16,139.76,23.2,23.64,21.87,19.95,17.64,15.57,15.13,15.37,16.64,18.5,20.23,21.37
ROCKHAMPTON-AERO,39083,-23.38,150.48,34.47,33.87,33.1,30.89,28.28,25.76,25.04,27.16,29.85,32.04,32.54,33.8
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,35.25,33.83,30.38,25.9,20.04,16.13,15.3,16.63,20.68,23.55,28.82,32.63
SCONE-AIRPORT-AWS,61363,-32.03,150.83,32.14,31.5,29.02,26.38,21.88,18.43,17.56,19.75,22.72,26.2,29.01,31.47
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,32.25,32.85,29.71,24.75,21.22,16.93,15.89,16.77,20.74,24.24,28.2,30.87
ST-GEORGE-AIRPORT,43109,-28.05,148.59,36.33,34.73,32.46,28.26,24.62,20.93,20.15,22.67,26.95,30.5,32.49,35.08
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,27.94,28.89,26.73,24.99,21.75,19.35,18.9,20.68,23.44,24.9,24.64,27.1
TARCOOLA-AERO,16098,-30.71,134.58,36.47,36.23,33.14,27.45,23.07,19.72,19.98,20.67,25.68,28.53,32.0,33.53
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,37.43,36.04,35.45,32.45,28.29,25.66,25.99,27.98,33.01,35.54,37.3,37.79
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,38.66,37.01,34.84,30.16,25.69,22.03,21.53,23.07,28.29,31.97,34.92,37.94
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,38.91,36.75,34.35,29.17,23.89,20.51,19.43,22.33,26.81,30.39,33.29,36.57
TOWNSVILLE-AERO,32040,-19.25,146.77,33.59,32.6,32.7,31.65,29.76,27.83,27.23,27.74,29.69,31.44,32.81,33.47
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,37.9,36.72,37.04,35.85,33.51,31.62,31.66,33.34,37.33,39.58,39.77,38.79
WAGGA-WAGGA-AMO,72150,-35.16,147.46,32.74,32.49,28.12,23.84,18.42,14.36,13.56,15.89,18.66,22.31,26.84,30.14
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,36.98,35.38,32.48,28.13,23.52,19.88,18.48,21.15,25.8,29.25,32.17,35.84
WANDERING,10917,-32.67,116.67,32.96,32.2,29.19,25.12,20.63,17.84,16.44,16.29,18.73,22.14,27.62,30.9
WEIPA-AERO,27045,-12.68,141.92,32.77,32.03,32.26,32.91,32.53,31.69,31.44,32.57,34.31,35.7,35.92,34.13
WILCANNIA-REID-ST,46043,-31.56,143.37,36.24,35.29,31.98,27.69,22.68,19.71,18.77,21.0,25.06,27.35,31.82,34.79
WILLIAMTOWN-RAAF,61078,-32.79,151.84,30.73,29.43,27.42,25.07,21.76,19.4,18.93,20.47,23.07,25.72,27.49,29.38
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,22.01,22.24,21.0,18.87,17.2,14.82,14.1,14.22,15.85,17.42,18.8,20.74
WITTENOOM,5026,-22.24,118.34,40.35,39.34,37.68,35.18,29.27,26.04,26.02,28.33,32.89,37.61,39.84,40.76
WOOMERA-AERODROME,16001,-31.16,136.81,35.24,35.19,31.13,26.52,22.21,19.0,17.99,19.33,23.69,26.66,30.13,32.84
WYALONG-POST-OFFICE,73054,-33.93,147.24,34.85,32.75,29.55,24.93,19.9,15.58,14.7,16.36,20.25,24.62,29.49,31.4
YAMBA-PILOT-STATION,58012,-29.43,153.36,28.39,28.92,27.54,25.87,23.68,22.1,21.2,22.04,24.21,25.58,26.2,27.48
