STATION_NAME,STN_ID,LAT,LON,January,February,March,April,May,June,July,August,September,October,November,December
BUTLERS-GORGE,96003,-42.28,146.28,20.19,20.17,17.6,14.71,11.5,9.8,8.64,9.85,10.66,13.39,16.3,17.45
CABRAMURRA-SMHEA-AWS,72161,-35.94,148.38,20.57,21.38,17.6,13.42,9.49,5.7,3.87,4.57,8.24,11.61,14.58,17.74
CAIRNS-AERO,31011,-16.87,145.75,32.37,32.03,31.36,30.32,28.65,26.85,26.71,27.54,28.95,30.71,31.72,32.12
CAMOOWEAL-TOWNSHIP,37010,-19.92,138.12,38.7,37.96,37.19,35.76,31.6,28.25,28.07,30.02,35.17,38.04,38.93,38.74
CANBERRA-AIRPORT,70351,-35.31,149.2,29.42,28.6,24.69,22.15,17.12,13.19,12.75,13.95,17.73,20.98,24.12,27.11
CAPE-BORDA,22823,-35.75,136.6,24.98,25.6,23.22,20.9,18.47,16.91,15.89,15.93,17.35,19.1,21.23,23.35
CAPE-BRUNY-LIGHTHOUSE,94010,-43.49,147.15,19.6,20.06,18.58,16.84,14.9,13.21,12.91,13.44,14.7,15.37,16.72,18.05
CAPE-LEEUWIN,9518,-34.37,115.14,23.41,24.12,23.56,22.62,20.56,18.4,17.07,17.38,18.04,19.11,21.15,22.65
CAPE-MORETON-LIGHTHOUSE,40043,-27.03,153.47,28.3,28.49,27.8,25.68,23.19,20.94,20.61,21.01,23.09,24.55,25.75,27.86
CAPE-OTWAY-LIGHTHOUSE,90015,-38.86,143.51,23.26,23.08,22.77,20.58,18.2,15.82,15.24,15.97,17.47,19.28,20.33,21.34
CARNARVON-AIRPORT,6011,-24.89,113.67,32.88,34.96,33.59,31.83,28.21,25.42,24.04,25.19,25.99,27.65,29.45,31.18
CEDUNA-AMO,18012,-32.13,133.7,29.85,29.93,27.68,25.53,22.23,19.5,19.37,19.91,22.63,24.95,27.51,27.92
CHARLEVILLE-AERO,44021,-26.41,146.26,36.58,33.87,34.05,28.14,26.13,20.89,20.45,23.34,27.61,30.75,33.04,35.01
CHARTERS-TOWERS-AIRPORT,34084,-20.05,146.27,37.41,36.35,35.49,33.88,31.18,28.89,28.65,30.23,33.55,36.8,37.52,37.7
COBAR-MO,48027,-31.48,145.83,37.85,37.48,33.59,29.64,23.59,19.4,18.28,21.87,27.27,30.76,33.28,35.63
COFFS-HARBOUR-MO,59040,-30.31,153.12,29.97,29.38,28.21,27.03,24.51,22.76,21.84,23.5,26.01,28.02,27.83,29.47
CUNDERDIN-AIRFIELD,10286,-31.62,117.22,35.52,34.03,31.03,26.95,22.2,18.81,17.05,17.34,21.46,25.14,30.24,32.98
DALWALLINU-COMPARISON,8039,-30.28,116.66,37.87,36.97,34.05,29.1,23.51,20.06,19.16,19.94,23.33,28.32,32.41,35.14
DARWIN-AIRPORT,14015,-12.42,130.89,32.72,32.19,33.14,33.9,33.1,31.89,31.94,32.32,33.32,34.25,34.48,33.4
DENILIQUIN-AIRPORT-AWS,74258,-35.56,144.95,32.58,32.37,28.39,24.21,18.97,15.43,14.6,17.07,20.08,23.82,27.91,30.67
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,34.97,34.44,30.98,27.31,22.22,18.97,17.63,18.81,23.04,27.13,30.11,33.11
EAST-SALE-AIRPORT,85072,-38.12,147.13,26.56,26.59,23.93,20.99,18.12,15.45,14.66,16.05,18.3,20.01,22.51,24.85
ESPERANCE,9789,-33.83,121.89,27.09,27.32,25.44,23.67,21.11,18.64,16.98,17.73,20.04,21.11,23.46,24.51
EUCLA,11003,-31.68,128.88,27.29,27.43,26.9,25.18,22.61,19.89,19.41,20.23,23.26,24.98,25.82,26.53
FORREST,11052,-30.85,128.11,34.51,33.11,31.25,27.29,23.92,20.06,19.62,21.5,25.93,28.29,31.31,32.6
GABO-ISLAND-LIGHTHOUSE,84016,-37.57,149.92,23.46,23.86,22.88,21.43,19.31,17.45,16.7,17.05,18.43,19.55,20.38,22.13
GAYNDAH-AIRPORT,39066,-25.62,151.62,37.45,36.45,35.57,33.3,29.79,27.12,26.78,27.96,31.5,34.28,35.49,36.88
GEORGETOWN-AIRPORT,30124,-18.3,143.53,36.43,34.37,34.85,34.1,31.97,29.96,29.9,31.58,34.96,37.74,38.63,37.99
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,33.14,34.11,32.81,30.4,25.49,22.11,20.71,20.67,23.37,26.01,28.64,31.17
GILES-METEOROLOGICAL-OFFICE,13017,-25.03,128.3,40.66,39.13,37.13,32.23,26.28,22.0,20.8,25.52,30.01,32.67,35.55,38.15
GROVE-RESEARCH-STATION,94220,-42.99,147.07,25.78,25.8,23.69,20.71,17.6,15.76,15.34,16.21,17.45,19.28,21.66,23.16
GUNNEDAH-RESOURCE-CENTRE,55024,-31.03,150.27,32.97,32.1,30.04,26.24,21.97,18.23,17.21,19.18,23.8,27.23,30.19,31.98
HALLS-CREEK-AIRPORT,2012,-18.23,127.66,39.04,38.06,38.5,37.57,33.36,29.83,30.4,32.69,37.38,40.08,41.88,40.24
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,23.69,23.88,22.23,19.81,17.14,13.97,13.99,15.34,17.21,19.04,20.15,22.0
HORN-ISLAND,27058,-10.58,142.29,32.06,31.42,31.51,31.75,31.01,30.21,29.54,29.68,30.73,32.01,33.37,32.99
INVERELL-RAGLAN-ST,56242,-29.78,151.11,31.51,30.35,28.94,25.62,21.72,18.35,17.4,18.38,22.62,25.32,27.25,30.02
JERVIS-BAY-POINT-PERPENDICULAR-AWS,68151,-35.09,150.8,27.6,27.44,26.34,24.36,21.64,19.1,18.34,19.57,21.93,24.05,25.03,27.03
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,36.77,34.21,32.42,28.03,23.71,20.18,19.18,20.6,25.91,29.46,31.53,34.72
KALUMBURU,1019,-14.3,126.65,36.44,34.64,35.85,36.54,35.55,34.07,34.11,35.34,37.67,38.75,39.01,37.06
KATANNING-COMPARISON,10579,-33.69,117.56,31.51,30.91,27.85,24.09,20.25,17.17,15.6,15.96,18.77,21.83,26.45,29.54
KERANG,80023,-35.72,143.92,33.8,33.21,30.19,24.99,19.0,15.71,15.52,17.27,20.44,23.74,28.79,30.72
KYANCUTTA,18044,-33.13,135.56,34.17,34.02,30.69,27.11,22.68,19.81,19.04,20.07,23.27,26.09,29.89,32.05
LARAPUNA-EDDYSTONE-POINT,92045,-40.99,148.35,22.81,23.25,22.36,20.29,17.83,15.85,15.21,15.71,16.52,18.0,19.59,21.44
LAUNCESTON-AIRPORT,91311,-41.55,147.21,28.18,28.27,26.61,22.55,18.76,16.11,15.52,16.45,18.07,20.61,24.14,26.19
LAVERTON-RAAF,87031,-37.86,144.76,27.52,27.04,24.21,21.88,17.81,15.39,14.78,15.99,17.94,20.75,22.87,24.45
LEARMONTH-AIRPORT,5007,-22.24,114.1,38.81,38.57,37.89,34.6,29.49,26.05,25.47,27.3,30.3,33.94,35.66,37.7
LONGREACH-AERO,36031,-23.44,144.28,39.27,38.77,37.79,33.72,30.85,24.79,26.51,28.83,32.36,35.95,37.39,38.79
LOW-HEAD,91293,-41.06,146.79,22.01,22.49,21.29,19.16,16.76,14.97,13.69,14.35,15.05,16.53,18.41,20.31
MACKAY-M.O,33119,-21.12,149.22,31.39,31.01,29.27,27.14,24.87,23.09,22.21,23.88,26.79,29.04,30.37,31.38
MARBLE-BAR,4106,-21.18,119.75,43.05,40.49,41.22,40.16,35.13,30.49,30.54,33.07,37.13,41.14,43.25,44.07
MARREE,17031,-29.65,138.06,39.47,37.98,36.1,29.91,24.07,20.94,20.2,21.86,27.5,30.42,35.06,36.59
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,39.81,38.28,35.77,31.38,26.85,21.33,20.85,23.46,27.61,31.96,35.88,38.23
MELBOURNE-REGIONAL-OFFICE,86071,-37.81,144.97,27.1,28.17,25.47,21.58,18.15,15.49,15.32,16.28,18.78,21.69,23.01,24.95
MERREDIN,10092,-31.48,118.28,37.55,37.05,33.82,29.26,24.18,20.24,19.11,19.53,23.45,28.11,33.1,36.14
MILDURA-AIRPORT,76031,-34.24,142.09,33.4,33.45,29.79,24.86,20.09,16.64,15.78,17.76,21.83,25.22,28.21,31.15
MILES-CONSTANCE-STREET,42112,-26.66,150.18,34.91,33.21,32.1,28.99,24.75,21.9,20.61,23.15,27.9,30.88,31.82,34.18
MORAWA-AIRPORT,8296,-29.2,116.02,37.39,36.38,33.61,29.65,23.26,20.14,19.12,19.86,24.31,28.82,31.67,35.16
MOREE-AERO,53115,-29.49,149.85,35.78,34.45,32.98,29.3,24.7,20.88,19.16,22.32,27.67,31.28,31.63,34.72
MORUYA-HEADS-PILOT-STATION,69018,-35.91,150.15,25.6,25.78,25.09,22.52,20.75,18.31,17.6,18.86,20.5,22.04,22.44,24.66
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,26.4,27.13,24.03,20.98,17.42,14.98,14.48,15.08,17.17,18.99,22.06,24.42
NHILL-AERODROME,78015,-36.31,141.65,31.17,31.51,28.36,22.94,18.69,15.35,15.03,16.06,18.91,22.08,26.15,28.9
NORMANTON-AIRPORT,29063,-17.69,141.07,37.28,36.82,37.63,38.18,35.83,33.38,32.78,34.5,37.36,39.08,39.66,37.97
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,26.51,27.05,24.62,23.65,20.87,18.46,17.69,17.54,19.2,21.57,24.13,25.08
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,27.74,27.71,26.19,24.04,20.96,18.88,18.1,19.38,21.73,24.1,24.74,26.26
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,30.01,30.14,26.83,23.29,18.66,15.23,14.72,16.01,19.35,22.59,24.86,27.87
OODNADATTA-AIRPORT,17043,-27.56,135.45,38.91,37.83,34.36,29.54,25.23,21.73,20.59,22.29,27.64,30.33,34.18,37.74
ORBOST,84145,-37.69,148.47,26.94,25.73,23.35,21.63,18.16,15.8,15.1,16.43,18.38,20.45,22.85,23.76
PALMERVILLE,28004,-16.0,144.08,37.06,35.97,35.77,36.11,35.09,34.11,33.74,34.97,37.75,40.14,40.62,39.48
PERTH-AIRPORT,9021,-31.93,115.98,33.39,32.74,31.1,27.32,23.28,20.33,19.42,19.76,21.52,24.34,28.24,30.41
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,37.48,37.11,38.21,37.24,33.36,29.22,29.47,30.27,33.3,37.15,37.28,37.22
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,28.83,28.55,26.63,24.97,22.07,20.35,19.18,20.9,23.17,25.24,25.28,27.68
RABBIT-FLAT,15666,-20.18,130.01,41.54,38.96,38.0,36.52,32.39,29.52,29.25,31.68,37.01,38.52,41.39,41.31
RICHMOND-POST-OFFICE,30045,-20.73,143.14,41.71,39.54,40.25,37.91,34.77,31.71,30.84,33.56,37.89,42.07,43.75,42.46
RICHMOND-RAAF,67105,-33.6,150.78,30.21,29.22,26.97,24.62,20.97,18.74,18.39,19.69,23.1,25.81,26.37,28.41
ROBE-COMPARISON,26026,-37.16,139.76,22.89,22.8,21.39,19.95,17.32,15.12,14.66,15.3,16.8,18.47,20.11,21.63
ROCKHAMPTON-AERO,39083,-23.38,150.48,33.15,32.71,31.8,29.34,27.1,25.12,24.52,25.05,28.03,30.42,31.72,32.6
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,34.21,33.86,30.93,26.63,20.07,15.99,14.91,17.47,20.48,25.11,29.66,33.46
SCONE-AIRPORT-AWS,61363,-32.03,150.83,33.88,32.52,29.87,27.39,22.65,19.16,17.84,20.98,24.9,28.77,30.19,32.59
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,32.95,33.23,29.7,25.24,21.35,17.29,16.71,16.92,20.58,24.86,28.82,30.4
ST-GEORGE-AIRPORT,43109,-28.05,148.59,35.16,34.81,34.17,29.33,24.45,21.24,20.91,22.45,27.87,31.44,32.6,34.5
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,26.89,27.28,25.94,24.12,21.46,19.17,18.28,19.4,21.92,23.91,24.1,25.96
TARCOOLA-AERO,16098,-30.71,134.58,37.51,36.45,33.46,28.03,23.78,19.86,20.05,20.96,26.14,28.48,32.61,33.68
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,38.97,38.8,37.49,35.76,30.76,27.91,28.45,30.56,35.35,37.7,39.47,39.14
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,41.88,38.22,37.04,32.33,26.65,22.61,22.5,24.5,29.43,33.53,38.13,39.71
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,39.43,36.27,33.88,28.85,23.11,20.3,19.71,21.96,26.41,29.92,34.57,36.78
TOWNSVILLE-AERO,32040,-19.25,146.77,33.22,32.93,31.99,31.34,29.52,27.66,26.91,27.87,28.84,30.75,31.95,32.86
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,37.02,36.42,37.23,36.75,33.78,31.7,31.7,33.56,37.44,39.62,39.86,37.94
WAGGA-WAGGA-AMO,72150,-35.16,147.46,36.55,35.31,32.61,27.15,21.43,16.45,15.48,17.61,21.66,26.02,30.36,34.66
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,37.5,34.02,31.86,28.12,23.51,19.48,18.64,21.63,26.35,30.55,33.86,35.27
WANDERING,10917,-32.67,116.67,32.89,31.83,28.72,24.66,20.24,17.39,15.92,15.88,18.95,21.61,27.09,30.88
WEIPA-AERO,27045,-12.68,141.92,33.06,32.06,32.5,32.91,32.44,31.56,31.35,32.07,34.13,35.52,35.49,33.83
WILCANNIA-REID-ST,46043,-31.56,143.37,36.68,34.96,31.77,26.65,22.54,19.14,18.01,20.36,25.87,28.47,32.75,35.31
WILLIAMTOWN-RAAF,61078,-32.79,151.84,32.3,31.32,29.17,27.65,24.1,21.28,20.87,23.03,26.9,29.12,30.27,31.3
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,20.97,22.0,20.33,18.13,16.03,13.94,13.54,13.6,15.41,17.24,17.89,19.17
WITTENOOM,5026,-22.24,118.34,40.63,38.29,38.25,34.66,30.3,26.19,25.4,28.69,33.21,37.63,40.05,40.3
WOOMERA-AERODROME,16001,-31.16,136.81,37.11,35.92,32.05,27.75,23.67,19.77,19.77,21.19,25.14,28.02,33.0,34.88
WYALONG-POST-OFFICE,73054,-33.93,147.24,34.15,33.62,29.78,25.09,20.08,16.07,15.04,16.71,20.68,24.5,29.02,31.55
YAMBA-PILOT-STATION,58012,-29.43,153.36,27.94,28.16,26.94,25.83,22.82,21.44,20.6,21.75,23.71,24.93,25.51,26.54
