STATION_NAME,STN_ID,LAT,LON,January,February,March,April,May,June,July,August,September,October,November,December
JERVIS-BAY-POINT-PERPENDICULAR-AWS,68151,-35.09,150.8,25.88,26.19,25.13,23.19,20.85,18.39,17.39,18.56,20.7,22.53,23.53,25.62
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,37.92,35.28,33.92,29.33,24.49,20.78,19.76,22.31,26.86,30.48,33.32,35.91
KALUMBURU,1019,-14.3,126.65,35.53,34.28,35.51,36.09,35.29,33.37,33.06,34.4,36.8,38.0,38.27,36.09
KATANNING-COMPARISON,10579,-33.69,117.56,31.21,30.07,28.39,24.47,19.63,16.48,15.25,16.11,18.21,21.84,26.0,29.1
KERANG,80023,-35.72,143.92,32.53,33.09,29.38,24.41,20.01,16.32,15.85,17.14,20.45,24.11,28.28,30.28
KYANCUTTA,18044,-33.13,135.56,33.24,34.25,31.07,26.56,22.17,18.81,17.94,19.07,23.13,26.16,28.65,31.34
LARAPUNA-EDDYSTONE-POINT,92045,-40.99,148.35,24.39,24.44,23.62,21.47,19.21,17.17,16.39,16.6,18.01,19.11,20.99,23.05
LAUNCESTON-AIRPORT,91311,-41.55,147.21,24.45,25.17,22.98,18.93,15.21,12.76,12.18,13.13,15.34,17.91,20.31,22.51
LAVERTON-RAAF,87031,-37.86,144.76,30.07,29.89,27.75,25.03,21.46,18.64,18.11,18.98,20.83,23.26,26.34,28.28
LEARMONTH-AIRPORT,5007,-22.24,114.1,38.45,37.65,37.07,34.05,28.64,25.3,24.74,26.38,30.08,33.51,34.92,37.09
LONGREACH-AERO,36031,-23.44,144.28,43.46,41.61,41.8,36.84,34.39,28.96,29.6,32.3,36.83,42.53,43.44,42.79
LOW-HEAD,91293,-41.06,146.79,22.36,22.67,21.62,19.54,17.26,15.15,14.39,14.57,15.22,16.93,18.9,20.38
MACKAY-M.O,33119,-21.12,149.22,32.2,31.66,30.4,28.52,26.15,23.94,22.94,24.9,27.5,29.63,30.66,31.85
MARBLE-BAR,4106,-21.18,119.75,42.56,41.43,40.74,39.08,33.13,30.1,29.57,31.17,36.02,40.32,43.37,43.95
MARREE,17031,-29.65,138.06,38.35,37.77,36.13,29.67,24.25,20.63,20.56,22.05,27.83,31.06,34.19,36.3
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,40.07,39.64,35.75,30.74,26.31,21.28,20.8,22.85,27.18,31.72,34.89,37.52
MELBOURNE-REGIONAL-OFFICE,86071,-37.81,144.97,27.67,27.32,25.57,22.05,18.72,15.77,15.19,16.51,18.76,21.38,23.87,25.24
MERREDIN,10092,-31.48,118.28,36.51,34.99,31.16,27.38,22.79,19.12,17.65,18.01,21.6,26.2,30.67,34.21
MILDURA-AIRPORT,76031,-34.24,142.09,35.61,35.04,30.65,27.37,22.03,18.78,18.69,19.83,23.28,26.77,31.11,33.87
MILES-CONSTANCE-STREET,42112,-26.66,150.18,35.44,33.97,32.67,29.3,25.41,21.99,21.69,23.44,27.86,30.92,32.68,34.67
MORAWA-AIRPORT,8296,-29.2,116.02,40.39,39.76,36.63,32.36,26.82,22.9,21.48,22.55,26.12,30.85,34.49,38.04
MOREE-AERO,53115,-29.49,149.85,35.69,34.66,32.69,29.31,24.7,20.9,19.71,22.43,27.67,31.05,32.38,34.83
MORUYA-HEADS-PILOT-STATION,69018,-35.91,150.15,25.03,24.76,23.64,21.91,19.9,17.69,16.79,17.76,19.57,21.36,21.66,23.68
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,25.38,26.24,24.04,20.67,17.12,14.75,13.98,14.93,16.55,18.85,21.56,23.64
NHILL-AERODROME,78015,-36.31,141.65,32.99,33.02,28.09,24.29,19.45,16.43,15.74,17.17,20.16,23.51,27.73,30.74
NORMANTON-AIRPORT,29063,-17.69,141.07,36.28,34.72,35.51,34.86,32.92,30.69,30.59,32.09,35.41,37.03,37.22,35.99
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,26.23,26.64,24.93,23.12,20.72,17.92,17.34,17.36,19.46,21.3,23.8,25.35
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,28.27,27.9,26.85,24.87,21.94,19.05,18.17,19.32,22.03,24.04,24.98,27.53
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,29.8,29.63,27.19,22.21,18.11,15.0,14.08,14.75,18.02,21.26,25.45,26.77
OODNADATTA-AIRPORT,17043,-27.56,135.45,42.09,40.24,36.73,32.81,26.45,21.9,21.84,26.34,31.36,33.66,37.57,39.77
ORBOST,84145,-37.69,148.47,26.85,26.93,24.79,22.08,19.2,16.83,16.4,17.46,19.26,20.89,23.22,25.02
PALMERVILLE,28004,-16.0,144.08,35.05,34.35,33.7,33.68,32.9,32.2,31.86,33.06,35.2,37.29,38.15,37.11
PERTH-AIRPORT,9021,-31.93,115.98,34.67,34.13,32.4,28.49,24.29,21.44,20.31,20.86,23.02,25.14,29.3,31.79
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,36.41,36.31,37.75,36.7,32.54,28.49,28.29,29.85,32.32,35.96,37.63,36.48
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,28.52,28.43,27.08,24.9,22.6,20.62,19.65,20.87,23.43,24.51,25.44,27.2
RABBIT-FLAT,15666,-20.18,130.01,41.2,40.0,39.18,37.1,33.11,30.96,30.41,31.91,37.26,39.56,41.62,41.64
RICHMOND-POST-OFFICE,30045,-20.73,143.14,37.18,36.25,35.75,33.68,30.01,27.47,27.59,29.07,33.22,35.95,37.56,38.1
RICHMOND-RAAF,67105,-33.6,150.78,30.93,29.6,27.4,24.35,21.35,18.72,18.13,20.29,23.12,25.67,26.79,29.07
ROBE-COMPARISON,26026,-37.16,139.76,23.76,24.26,22.55,20.43,18.08,15.89,15.26,15.78,17.6,19.19,21.07,22.29
ROCKHAMPTON-AERO,39083,-23.38,150.48,33.32,32.56,31.69,29.94,27.42,24.82,24.12,25.43,28.16,30.69,31.85,32.95
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,32.33,31.87,28.83,23.02,18.52,13.93,13.14,14.98,18.05,21.93,25.58,29.93
SCONE-AIRPORT-AWS,61363,-32.03,150.83,34.43,34.22,32.26,28.92,24.88,21.23,20.17,22.36,25.97,29.31,31.67,33.71
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,35.99,35.85,32.34,28.56,24.13,19.51,18.24,19.34,22.85,26.98,32.15,34.37
ST-GEORGE-AIRPORT,43109,-28.05,148.59,35.3,33.97,32.5,28.55,24.21,20.78,20.4,21.84,26.85,30.02,31.99,34.45
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,29.47,29.53,28.66,26.53,24.02,20.97,20.32,21.47,24.51,26.06,26.88,29.16
TARCOOLA-AERO,16098,-30.71,134.58,37.78,36.42,33.34,28.6,23.68,19.7,19.12,21.69,25.64,28.28,31.46,34.63
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,40.7,40.11,39.03,37.01,32.65,29.84,29.76,32.53,37.3,39.47,40.91,40.44
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,39.4,37.18,35.12,30.28,25.49,21.65,20.57,23.44,28.62,31.85,35.07,38.22
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,39.14,35.24,32.66,29.08,22.9,19.7,18.8,22.2,26.98,30.76,34.65,36.33
TOWNSVILLE-AERO,32040,-19.25,146.77,33.58,33.39,32.53,31.34,29.47,27.91,26.73,27.47,28.76,31.16,32.46,33.46
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,38.95,38.21,38.56,38.34,36.73,34.31,34.64,36.04,39.36,40.88,41.2,40.07
WAGGA-WAGGA-AMO,72150,-35.16,147.46,33.48,32.17,29.03,24.48,18.51,14.45,13.4,15.89,18.31,22.67,27.09,30.56
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,39.94,39.35,37.37,32.22,27.33,23.42,23.21,24.92,30.79,35.3,37.82,39.43
WANDERING,10917,-32.67,116.67,32.75,31.89,29.28,25.06,20.0,16.99,15.83,16.13,19.14,22.73,27.33,30.39
WEIPA-AERO,27045,-12.68,141.92,33.69,32.91,33.0,33.52,32.9,32.1,31.85,32.94,34.9,36.46,36.66,35.3
WILCANNIA-REID-ST,46043,-31.56,143.37,37.47,36.65,33.63,29.29,23.56,20.22,19.24,21.15,25.69,29.0,33.29,35.65
WILLIAMTOWN-RAAF,61078,-32.79,151.84,31.1,29.88,28.47,26.16,22.89,20.01,19.08,20.84,24.03,26.88,28.29,30.37
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,20.78,21.42,19.89,17.85,15.85,13.98,12.94,13.28,14.76,16.78,17.49,19.02
WITTENOOM,5026,-22.24,118.34,40.79,37.75,36.22,33.07,27.87,25.5,25.73,27.3,32.4,36.41,39.42,40.01
WOOMERA-AERODROME,16001,-31.16,136.81,37.35,36.67,32.06,27.88,22.85,19.46,18.71,20.86,26.07,29.11,32.93,34.84
WYALONG-POST-OFFICE,73054,-33.93,147.24,34.14,33.34,30.38,24.88,20.0,15.71,14.84,16.41,20.57,24.27,28.7,31.7
YAMBA-PILOT-STATION,58012,-29.43,153.36,28.61,28.85,27.38,25.8,23.69,21.66,20.67,21.57,23.9,25.64,26.33,28.11
