STATION_NAME,STN_ID,LAT,LON,January,February,March,April,May,June,July,August,September,October,November,December
CAPE-BORDA,22823,-35.75,136.6,24.43,24.92,22.77,20.38,18.17,16.42,15.43,15.3,16.53,18.46,20.94,22.15
CAPE-BRUNY-LIGHTHOUSE,94010,-43.49,147.15,19.42,19.16,18.42,16.29,14.81,12.46,12.43,12.94,14.52,15.62,16.21,17.94
CAPE-LEEUWIN,9518,-34.37,115.14,23.86,24.54,23.83,22.76,20.64,18.7,17.81,17.53,18.19,19.28,21.19,22.74
CAPE-MORETON-LIGHTHOUSE,40043,-27.03,153.47,30.62,30.64,28.94,27.17,24.96,22.88,21.99,22.81,24.88,26.65,28.52,30.04
CAPE-OTWAY-LIGHTHOUSE,90015,-38.86,143.51,21.7,22.11,20.44,18.65,16.67,14.62,13.83,14.63,15.81,16.95,18.6,19.93
CARNARVON-AIRPORT,6011,-24.89,113.67,32.68,34.74,33.83,31.78,28.14,25.14,24.0,25.12,26.12,28.0,29.73,31.07
CEDUNA-AMO,18012,-32.13,133.7,29.66,29.62,27.71,25.7,22.25,18.97,18.65,20.02,22.54,24.22,26.73,27.9
CHARLEVILLE-AERO,44021,-26.41,146.26,39.73,38.7,39.39,32.91,30.87,24.93,24.53,28.49,32.02,36.37,38.15,39.32
CHARTERS-TOWERS-AIRPORT,34084,-20.05,146.27,36.48,34.52,33.41,31.64,29.76,26.98,26.7,28.7,31.55,34.5,35.75,36.6
COBAR-MO,48027,-31.48,145.83,38.75,38.23,35.56,30.83,25.59,21.07,19.88,22.42,26.81,30.55,35.15,38.57
COFFS-HARBOUR-MO,59040,-30.31,153.12,28.64,28.61,27.2,25.38,22.89,20.71,20.44,21.2,24.2,25.63,26.14,27.42
CUNDERDIN-AIRFIELD,10286,-31.62,117.22,36.49,35.94,32.91,29.25,23.56,20.08,18.22,18.09,22.15,27.19,31.79,35.19
DALWALLINU-COMPARISON,8039,-30.28,116.66,38.02,36.93,35.28,29.91,24.06,20.17,18.84,19.28,23.94,28.52,32.72,35.88
DARWIN-AIRPORT,14015,-12.42,130.89,33.05,32.38,33.09,34.08,33.71,32.38,32.2,32.89,34.34,34.79,34.67,33.82
DENILIQUIN-AIRPORT-AWS,74258,-35.56,144.95,33.82,32.89,29.49,25.7,19.38,15.51,14.61,16.68,20.28,24.48,28.36,31.57
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,34.0,33.02,30.28,25.61,20.88,17.26,15.55,18.04,21.76,26.02,28.83,32.43
EAST-SALE-AIRPORT,85072,-38.12,147.13,26.7,26.57,24.2,21.84,18.39,15.47,15.1,16.08,17.68,20.05,21.8,24.32
ESPERANCE,9789,-33.83,121.89,26.62,27.01,25.95,23.67,21.05,18.29,17.04,17.57,19.82,21.16,23.26,24.65
EUCLA,11003,-31.68,128.88,27.81,27.31,26.94,26.85,23.82,21.45,20.59,22.46,24.8,26.17,27.23,27.91
FORREST,11052,-30.85,128.11,33.94,32.79,30.32,27.27,23.83,19.99,19.89,21.06,25.7,28.12,30.96,32.31
GABO-ISLAND-LIGHTHOUSE,84016,-37.57,149.92,26.32,26.19,25.41,24.06,21.71,19.46,18.47,18.77,20.3,21.71,23.19,24.85
GAYNDAH-AIRPORT,39066,-25.62,151.62,35.26,33.95,32.75,30.36,27.42,24.77,23.91,25.56,29.18,31.33,32.48,34.42
GEORGETOWN-AIRPORT,30124,-18.3,143.53,35.99,35.01,35.04,34.39,32.28,30.72,30.55,31.17,34.52,37.52,38.07,37.87
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,32.47,33.29,32.07,29.35,25.61,22.02,19.75,20.32,22.84,24.84,28.09,30.37
GILES-METEOROLOGICAL-OFFICE,13017,-25.03,128.3,39.43,38.4,35.69,31.16,25.82,21.67,21.55,25.86,32.28,35.07,36.77,37.62
GROVE-RESEARCH-STATION,94220,-42.99,147.07,24.53,24.58,22.41,19.45,16.71,14.55,13.99,15.28,16.71,18.45,20.44,22.32
GUNNEDAH-RESOURCE-CENTRE,55024,-31.03,150.27,33.89,32.9,31.08,26.97,22.97,18.7,17.68,19.64,23.75,27.44,29.55,32.77
HALLS-CREEK-AIRPORT,2012,-18.23,127.66,38.36,36.91,37.56,36.12,32.01,29.84,29.88,31.75,37.01,39.03,40.01,39.28
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,23.37,23.9,21.87,19.73,16.62,13.7,13.62,14.97,16.78,18.55,19.96,21.49
HORN-ISLAND,27058,-10.58,142.29,32.68,32.32,32.26,32.08,31.39,30.73,30.11,30.12,31.08,32.6,33.88,33.56
INVERELL-RAGLAN-ST,56242,-29.78,151.11,31.53,30.67,28.75,24.72,22.23,18.38,17.33,18.76,22.65,25.59,27.59,29.89
JERVIS-BAY-POINT-PERPENDICULAR-AWS,68151,-35.09,150.8,25.3,25.16,24.42,22.27,19.77,17.5,16.68,17.48,19.7,21.35,22.44,24.08
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,34.93,33.1,31.92,28.19,22.56,18.92,17.42,19.81,23.94,26.84,29.4,32.82
KALUMBURU,1019,-14.3,126.65,35.68,34.11,35.22,35.85,35.33,33.63,33.73,35.03,36.82,37.72,37.89,36.42
KATANNING-COMPARISON,10579,-33.69,117.56,31.37,31.04,28.65,24.49,19.85,16.41,15.56,16.31,18.59,22.12,26.56,29.52
KERANG,80023,-35.72,143.92,32.52,31.76,28.89,23.87,19.02,15.63,14.78,16.44,19.94,23.73,27.13,30.09
KYANCUTTA,18044,-33.13,135.56,34.38,33.26,31.34,26.56,22.69,19.33,18.13,19.76,23.19,26.06,29.68,32.27
LARAPUNA-EDDYSTONE-POINT,92045,-40.99,148.35,22.68,22.68,21.74,19.68,17.41,15.05,14.57,14.88,16.21,17.48,19.13,20.66
LAUNCESTON-AIRPORT,91311,-41.55,147.21,25.76,26.25,23.85,20.33,16.3,13.59,13.41,14.15,15.79,18.52,21.08,23.91
LAVERTON-RAAF,87031,-37.86,144.76,27.47,27.8,25.61,22.54,19.16,16.33,15.63,16.59,18.53,20.96,23.24,25.42
LEARMONTH-AIRPORT,5007,-22.24,114.1,39.26,37.91,37.58,34.53,29.36,25.87,25.27,26.79,30.68,34.16,35.5,37.79
LONGREACH-AERO,36031,-23.44,144.28,41.56,40.96,39.88,35.62,32.73,27.87,29.26,31.09,35.31,39.67,40.46,41.3
LOW-HEAD,91293,-41.06,146.79,21.97,22.31,21.07,18.97,16.32,14.18,13.19,13.72,14.68,16.2,17.78,19.62
MACKAY-M.O,33119,-21.12,149.22,31.78,31.09,29.63,27.99,25.75,23.59,22.47,23.89,26.69,29.06,30.78,31.37
MARBLE-BAR,4106,-21.18,119.75,41.88,39.39,39.44,37.18,32.96,29.17,29.15,30.8,36.02,40.24,41.56,42.29
MARREE,17031,-29.65,138.06,38.24,37.33,35.41,30.06,24.35,20.71,20.44,21.97,27.6,30.53,34.37,36.26
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,42.83,42.37,38.28,34.28,30.08,24.24,23.84,26.62,31.01,35.38,38.44,40.53
MELBOURNE-REGIONAL-OFFICE,86071,-37.81,144.97,26.73,27.48,25.32,21.72,18.34,15.78,15.03,16.42,18.85,20.69,23.14,25.02
MERREDIN,10092,-31.48,118.28,36.02,34.65,31.86,28.55,23.08,19.67,18.43,19.8,23.6,28.14,31.41,34.82
MILDURA-AIRPORT,76031,-34.24,142.09,34.04,33.49,31.26,25.83,21.39,17.29,16.52,18.27,21.87,25.72,29.68,32.88
MILES-CONSTANCE-STREET,42112,-26.66,150.18,34.28,32.66,31.72,28.57,24.37,21.21,20.92,22.43,26.62,29.64,31.32,33.36
MORAWA-AIRPORT,8296,-29.2,116.02,37.4,36.66,34.37,29.84,24.16,20.42,19.32,19.91,24.07,28.74,32.39,35.08
MOREE-AERO,53115,-29.49,149.85,35.6,33.74,31.56,28.28,23.95,19.99,18.52,21.29,25.64,29.37,30.46,33.42
MORUYA-HEADS-PILOT-STATION,69018,-35.91,150.15,25.27,25.52,24.7,23.12,20.46,18.22,17.57,18.96,20.53,22.08,22.77,24.05
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,25.74,26.29,24.0,21.03,17.56,14.87,14.41,15.42,17.72,18.9,21.58,24.36
NHILL-AERODROME,78015,-36.31,141.65,32.11,32.17,29.99,24.37,20.05,15.93,15.38,16.57,19.23,23.0,27.26,30.8
NORMANTON-AIRPORT,29063,-17.69,141.07,35.42,34.74,35.56,35.22,32.78,31.23,30.56,31.88,35.17,37.07,37.4,36.67
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,27.4,27.68,25.77,23.7,21.08,18.32,17.82,18.21,20.22,21.94,24.86,25.71
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,29.68,29.38,28.43,25.97,23.33,20.01,19.45,20.48,23.66,25.4,26.74,29.34
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,30.99,30.88,27.48,24.35,19.66,15.4,15.33,16.7,20.17,23.09,26.27,28.76
OODNADATTA-AIRPORT,17043,-27.56,135.45,38.98,37.97,34.32,29.25,24.48,21.43,20.04,22.56,27.82,31.14,33.93,37.59
ORBOST,84145,-37.69,148.47,26.74,27.11,24.79,21.81,19.08,16.39,15.57,17.06,18.81,21.12,23.24,24.28
PALMERVILLE,28004,-16.0,144.08,34.93,34.03,33.19,33.2,32.43,30.96,30.41,30.96,33.8,36.14,37.09,36.24
PERTH-AIRPORT,9021,-31.93,115.98,33.92,33.55,31.29,27.34,23.5,20.6,19.34,20.03,21.71,24.46,28.52,30.47
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,37.09,37.17,37.88,37.17,32.31,29.03,28.81,30.26,32.69,36.26,37.8,36.93
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,28.93,28.34,27.28,25.03,23.24,20.9,19.98,21.34,24.3,26.11,26.36,28.15
RABBIT-FLAT,15666,-20.18,130.01,40.37,39.31,38.64,36.42,31.02,27.79,27.94,31.21,36.29,38.38,41.55,40.1
RICHMOND-POST-OFFICE,30045,-20.73,143.14,38.55,37.57,36.82,34.91,31.46,28.11,28.09,30.3,34.43,37.02,38.81,39.14
RICHMOND-RAAF,67105,-33.6,150.78,31.28,31.05,28.38,25.31,22.24,19.79,19.16,21.21,24.41,26.87,27.72,30.05
ROBE-COMPARISON,26026,-37.16,139.76,24.19,24.39,22.47,20.74,18.54,16.29,15.66,16.0,17.52,19.19,21.23,22.48
ROCKHAMPTON-AERO,39083,-23.38,150.48,33.92,33.23,32.36,30.52,28.09,25.72,25.02,26.2,29.3,31.29,32.25,33.44
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,34.17,33.44,29.85,25.73,19.89,16.09,15.54,16.66,19.42,22.89,28.21,32.14
SCONE-AIRPORT-AWS,61363,-32.03,150.83,31.92,31.0,28.77,25.55,21.1,18.11,17.23,18.62,22.54,25.93,28.41,31.01
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,33.73,33.7,29.39,26.09,21.6,17.8,16.7,17.43,20.86,24.63,28.86,30.85
ST-GEORGE-AIRPORT,43109,-28.05,148.59,37.95,35.36,34.0,30.09,25.63,21.23,21.19,23.04,27.18,31.12,34.24,35.52
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,28.25,28.19,26.67,25.19,22.35,19.7,18.7,20.5,23.66,25.48,25.02,27.35
TARCOOLA-AERO,16098,-30.71,134.58,37.53,36.95,33.44,27.81,24.05,19.73,19.9,21.58,26.62,29.69,32.97,34.86
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,38.17,36.65,36.32,32.67,28.64,26.05,25.72,28.39,32.96,35.29,37.42,37.84
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,39.79,38.11,36.61,30.92,26.68,22.1,21.28,24.02,29.34,33.1,36.05,38.85
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,38.63,37.13,34.1,28.76,23.4,19.7,19.27,21.52,26.58,29.58,32.78,36.55
TOWNSVILLE-AERO,32040,-19.25,146.77,35.34,35.71,35.61,34.03,32.05,30.02,29.66,29.69,31.28,33.14,33.99,35.25
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,38.72,36.98,36.73,36.29,34.29,31.92,31.58,34.6,37.81,40.64,40.81,39.17
WAGGA-WAGGA-AMO,72150,-35.16,147.46,35.14,34.22,30.26,26.49,20.63,16.89,15.83,17.49,20.44,23.97,29.68,32.5
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,37.04,35.8,33.34,29.0,24.55,20.82,19.49,21.53,26.19,30.06,32.44,35.5
WANDERING,10917,-32.67,116.67,33.85,33.15,31.12,26.65,21.33,17.92,17.23,17.52,19.88,23.68,28.83,32.25
WEIPA-AERO,27045,-12.68,141.92,32.65,31.84,32.47,32.95,32.53,31.75,31.75,32.44,34.76,36.06,35.98,34.07
WILCANNIA-REID-ST,46043,-31.56,143.37,36.71,36.22,33.5,28.53,23.15,19.61,19.04,20.78,25.61,28.61,32.31,35.97
WILLIAMTOWN-RAAF,61078,-32.79,151.84,31.05,31.05,28.91,26.78,23.44,21.09,20.31,21.84,24.85,27.63,28.22,30.24
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,21.34,21.74,19.73,17.84,16.09,14.02,13.12,13.48,15.07,16.22,17.93,19.53
WITTENOOM,5026,-22.24,118.34,43.47,40.62,40.51,37.68,32.87,28.3,27.91,31.03,36.18,40.46,43.05,43.04
WOOMERA-AERODROME,16001,-31.16,136.81,35.8,34.78,31.84,28.08,21.9,18.06,17.79,20.22,24.65,28.13,31.34,33.99
WYALONG-POST-OFFICE,73054,-33.93,147.24,35.73,33.79,30.23,26.54,20.77,15.9,15.29,17.1,20.23,24.68,29.74,32.33
YAMBA-PILOT-STATION,58012,-29.43,153.36,28.16,27.87,26.6,25.26,22.83,20.89,20.11,20.98,23.48,24.58,25.46,27.15
