STATION_NAME,STN_ID,LAT,LON,January,February,March,April,May,June,July,August,September,October,November,December
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,29.6,29.16,26.25,23.01,18.1,14.57,14.24,15.4,18.41,21.59,24.86,27.67
OODNADATTA-AIRPORT,17043,-27.56,135.45,42.29,40.59,38.06,32.42,27.17,22.38,22.63,25.54,31.41,34.03,37.82,40.34
ORBOST,84145,-37.69,148.47,26.42,27.05,24.9,21.8,19.28,16.8,16.23,17.14,18.97,20.81,23.17,24.23
PALMERVILLE,28004,-16.0,144.08,35.85,35.51,34.78,35.13,34.31,33.3,33.1,34.34,36.27,38.51,39.4,38.74
PERTH-AIRPORT,9021,-31.93,115.98,34.59,34.38,32.49,28.23,24.1,21.31,20.12,20.53,22.65,25.33,29.5,31.53
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,38.41,38.15,39.68,39.88,35.21,30.49,30.8,32.33,34.29,37.79,38.89,38.54
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,28.64,28.4,26.38,24.92,22.26,20.37,19.39,21.47,23.57,25.15,25.4,27.67
RABBIT-FLAT,15666,-20.18,130.01,40.12,37.71,38.0,34.31,29.85,27.51,27.2,30.0,35.05,37.54,39.87,40.05
RICHMOND-POST-OFFICE,30045,-20.73,143.14,38.41,36.92,35.95,34.34,31.29,28.53,28.88,30.21,34.11,37.44,38.58,38.97
RICHMOND-RAAF,67105,-33.6,150.78,32.05,31.44,29.08,27.5,23.63,21.14,20.49,22.94,26.68,29.49,29.46,31.56
ROBE-COMPARISON,26026,-37.16,139.76,23.11,23.34,21.77,20.23,17.77,15.57,15.13,15.79,17.39,19.14,20.28,21.62
ROCKHAMPTON-AERO,39083,-23.38,150.48,34.3,33.53,33.21,30.99,28.48,26.39,25.5,26.89,30.09,32.09,33.06,34.16
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,32.26,31.94,28.85,23.04,18.04,14.06,13.23,14.64,18.08,21.27,26.02,29.57
SCONE-AIRPORT-AWS,61363,-32.03,150.83,33.83,33.06,30.5,27.63,23.59,20.74,19.43,20.91,24.57,28.03,30.14,32.73
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,33.92,33.26,29.84,25.54,20.82,17.11,15.88,16.87,20.1,24.46,28.97,30.78
ST-GEORGE-AIRPORT,43109,-28.05,148.59,38.24,36.66,34.01,29.82,25.58,22.59,21.13,23.41,29.26,32.17,34.22,36.59
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,30.08,30.54,29.28,27.37,24.83,22.56,22.03,23.28,26.05,27.93,28.03,29.6
TARCOOLA-AERO,16098,-30.71,134.58,36.75,37.07,32.83,27.82,23.23,19.68,19.19,20.72,25.72,28.76,31.47,33.99
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,37.15,36.72,35.29,32.36,28.48,25.62,26.28,28.39,32.85,35.47,37.38,36.99
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,40.72,38.38,37.51,31.81,27.11,23.04,21.49,24.76,29.75,33.61,36.45,39.82
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,38.0,36.5,33.19,27.77,23.01,19.78,18.45,21.55,26.65,29.39,33.41,36.38
TOWNSVILLE-AERO,32040,-19.25,146.77,35.85,35.92,35.89,34.58,32.51,30.75,29.61,30.93,32.27,34.01,34.24,35.2
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,38.46,37.88,38.9,38.78,36.11,33.15,33.35,34.84,39.74,41.16,40.97,39.74
WAGGA-WAGGA-AMO,72150,-35.16,147.46,34.72,34.0,30.07,26.15,20.47,16.44,16.07,17.09,20.2,23.99,29.18,32.9
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,36.9,35.84,33.35,29.28,24.19,21.2,20.01,21.47,26.32,30.52,33.01,36.03
WANDERING,10917,-32.67,116.67,32.85,31.18,29.54,25.75,20.58,17.33,16.1,16.95,19.45,22.97,27.79,31.36
WEIPA-AERO,27045,-12.68,141.92,33.62,32.99,33.65,34.13,33.32,32.51,32.3,33.77,35.86,37.46,37.03,35.36
WILCANNIA-REID-ST,46043,-31.56,143.37,37.83,37.27,33.35,28.74,23.11,20.07,18.82,21.24,26.61,30.12,34.01,36.2
WILLIAMTOWN-RAAF,61078,-32.79,151.84,29.6,28.58,26.5,24.68,21.65,18.84,17.69,20.04,22.62,25.01,25.96,28.08
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,21.46,22.04,20.46,18.73,16.59,14.71,14.07,14.09,15.83,17.11,18.47,19.47
WITTENOOM,5026,-22.24,118.34,41.17,40.09,38.65,35.08,29.76,26.29,26.09,28.01,33.16,37.77,40.02,41.35
WOOMERA-AERODROME,16001,-31.16,136.81,36.89,36.37,31.52,26.86,22.28,18.96,18.5,20.22,24.15,27.54,31.84,33.69
WYALONG-POST-OFFICE,73054,-33.93,147.24,36.48,34.21,30.86,26.73,21.29,16.89,15.9,17.6,21.92,26.2,30.91,33.34
YAMBA-PILOT-STATION,58012,-29.43,153.36,28.13,28.67,27.67,25.57,23.46,21.54,21.06,21.95,24.25,25.63,25.88,27.14
