STATION_NAME,STN_ID,LAT,LON,January,February,March,April,May,June,July,August,September,October,November,December
LOW-HEAD,91293,-41.06,146.79,20.5,21.68,20.58,18.9,16.2,13.85,13.27,13.75,14.59,16.1,17.35,19.33
MACKAY-M.O,33119,-21.12,149.22,31.27,30.34,29.55,27.79,25.24,23.04,22.17,23.67,26.47,28.87,30.3,30.64
MARBLE-BAR,4106,-21.18,119.75,42.31,39.56,39.84,37.55,32.87,29.05,29.04,30.82,36.77,40.59,41.93,42.95
MARREE,17031,-29.65,138.06,39.39,38.3,35.19,29.54,24.3,21.58,20.45,22.1,27.27,30.71,34.74,37.41
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,41.17,39.23,35.6,32.35,27.04,22.91,21.95,24.44,28.32,32.53,36.15,38.26
MELBOURNE-REGIONAL-OFFICE,86071,-37.81,144.97,29.24,29.01,26.6,22.81,19.08,16.53,16.1,17.01,19.57,21.8,24.69,26.65
MERREDIN,10092,-31.48,118.28,38.0,36.15,34.27,29.32,24.14,20.17,18.64,19.32,24.15,29.19,32.49,35.99
MILDURA-AIRPORT,76031,-34.24,142.09,37.55,37.0,33.99,28.97,23.51,19.31,18.97,21.19,24.0,28.34,33.4,36.23
MILES-CONSTANCE-STREET,42112,-26.66,150.18,35.56,34.07,33.36,29.75,25.48,22.2,21.32,24.07,27.88,31.36,32.31,34.53
MORAWA-AIRPORT,8296,-29.2,116.02,38.26,37.83,33.74,30.35,24.82,21.31,19.83,20.6,24.63,28.43,32.35,36.18
MOREE-AERO,53115,-29.49,149.85,37.25,36.69,34.61,29.74,25.46,21.67,21.49,22.67,27.96,31.73,33.35,36.21
MORUYA-HEADS-PILOT-STATION,69018,-35.91,150.15,24.69,24.52,23.93,21.78,20.49,18.12,17.22,17.96,20.07,21.39,21.64,23.89
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,26.25,27.24,24.5,21.2,17.75,15.12,14.3,15.31,16.98,19.35,21.81,23.95
NHILL-AERODROME,78015,-36.31,141.65,31.99,32.43,28.15,24.29,19.85,16.39,16.03,16.66,19.15,22.94,26.81,29.54
NORMANTON-AIRPORT,29063,-17.69,141.07,36.28,36.19,37.33,36.32,34.03,31.64,31.51,33.19,36.41,38.06,38.33,37.99
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,26.29,26.59,24.5,23.06,20.81,18.26,17.58,17.35,19.27,21.51,23.69,24.49
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,28.5,28.22,27.5,25.17,22.56,19.55,18.5,19.53,22.43,24.48,25.75,27.77
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,30.55,31.03,27.46,23.45,18.79,14.94,14.52,15.82,17.99,21.59,25.86,27.67
OODNADATTA-AIRPORT,17043,-27.56,135.45,39.54,38.87,35.8,29.44,25.39,20.89,20.85,23.49,29.2,31.33,35.43,38.28
ORBOST,84145,-37.69,148.47,27.49,27.58,25.39,23.11,19.87,17.24,16.73,17.8,19.51,21.31,23.92,25.18
PALMERVILLE,28004,-16.0,144.08,35.17,34.42,33.49,33.39,32.3,31.41,30.76,32.17,34.3,36.97,38.2,37.52
PERTH-AIRPORT,9021,-31.93,115.98,35.66,35.46,33.53,28.88,24.7,21.59,20.98,21.71,23.43,26.33,30.23,32.3
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,38.87,38.66,39.9,39.01,34.34,30.78,31.07,32.69,34.82,38.08,39.32,38.41
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,30.03,29.33,28.21,26.1,23.73,21.42,20.28,21.86,24.63,26.25,27.4,29.09
RABBIT-FLAT,15666,-20.18,130.01,38.92,37.3,37.55,34.9,30.26,27.19,26.48,29.87,35.47,38.15,40.26,39.72
RICHMOND-POST-OFFICE,30045,-20.73,143.14,42.58,40.12,38.89,37.41,33.87,31.51,29.93,33.13,36.68,40.3,41.27,41.76
RICHMOND-RAAF,67105,-33.6,150.78,31.58,30.6,27.94,25.03,21.8,19.93,18.8,20.65,23.99,26.67,27.58,29.41
ROBE-COMPARISON,26026,-37.16,139.76,24.15,24.7,22.19,20.56,18.16,16.2,15.37,16.01,17.88,19.37,21.44,22.71
ROCKHAMPTON-AERO,39083,-23.38,150.48,34.37,33.71,32.67,30.6,28.25,26.16,25.02,26.39,29.38,31.34,32.62,33.59
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,34.12,33.47,30.15,25.65,20.48,16.91,15.37,16.63,19.51,23.6,28.33,31.36
SCONE-AIRPORT-AWS,61363,-32.03,150.83,32.41,31.1,28.99,26.02,21.87,18.66,17.6,19.28,23.01,25.74,28.83,30.88
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,34.92,34.79,31.91,27.39,22.83,18.41,17.37,18.1,22.16,26.2,30.05,33.2
ST-GEORGE-AIRPORT,43109,-28.05,148.59,37.17,34.42,32.16,28.78,25.36,21.3,20.26,23.16,27.91,30.4,32.21,35.3
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,27.16,27.07,25.91,24.41,21.15,18.84,18.36,19.53,21.84,23.59,24.36,26.06
TARCOOLA-AERO,16098,-30.71,134.58,38.19,37.87,33.75,29.72,24.67,21.54,20.89,22.45,26.67,29.74,33.04,35.13
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,39.34,37.97,36.73,34.52,30.68,27.78,27.97,29.9,34.47,36.38,38.68,39.2
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,39.08,37.94,35.95,30.79,25.7,22.29,21.35,23.51,28.16,31.6,34.23,37.75
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,38.23,36.93,34.19,28.93,24.04,20.33,19.62,21.67,27.27,29.54,33.95,36.32
TOWNSVILLE-AERO,32040,-19.25,146.77,33.76,33.59,33.16,32.16,30.19,28.68,27.44,28.49,29.63,31.65,32.55,33.05
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,38.23,36.15,36.63,35.66,33.81,31.21,30.85,33.58,37.34,39.99,40.54,38.93
WAGGA-WAGGA-AMO,72150,-35.16,147.46,33.83,33.0,29.64,25.74,19.65,15.59,14.57,16.73,19.91,24.18,28.31,32.03
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,40.34,37.82,35.44,31.98,26.48,22.24,21.5,24.11,30.13,34.31,37.84,38.36
WANDERING,10917,-32.67,116.67,35.84,34.19,32.15,27.62,22.99,19.4,18.59,19.09,21.48,25.52,30.71,34.06
WEIPA-AERO,27045,-12.68,141.92,33.13,32.12,32.73,33.16,32.77,31.91,31.58,32.45,34.63,36.24,36.04,34.38
WILCANNIA-REID-ST,46043,-31.56,143.37,36.88,36.88,33.38,29.07,23.03,19.56,18.44,21.6,27.76,29.56,32.23,35.84
WILLIAMTOWN-RAAF,61078,-32.79,151.84,29.77,29.55,27.5,25.33,22.08,19.77,18.89,20.38,23.31,25.83,26.6,28.54
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,20.83,21.13,19.87,17.98,15.92,13.63,12.98,13.59,14.94,16.56,17.66,19.07
WITTENOOM,5026,-22.24,118.34,43.96,41.44,40.66,37.89,31.96,27.68,28.72,30.61,35.88,40.5,43.08,43.41
WOOMERA-AERODROME,16001,-31.16,136.81,36.42,35.67,32.78,26.67,22.82,18.46,18.42,20.41,25.26,28.3,31.94,34.52
WYALONG-POST-OFFICE,73054,-33.93,147.24,34.56,34.69,30.08,25.33,20.73,16.64,14.92,16.91,21.37,25.49,28.63,31.86
YAMBA-PILOT-STATION,58012,-29.43,153.36,29.63,30.17,28.65,27.08,24.6,22.26,21.74,22.82,24.99,26.66,27.76,28.94
