STATION_NAME,STN_ID,LAT,LON,January,February,March,April,May,June,July,August,September,October,November,December
DALWALLINU-COMPARISON,8039,-30.28,116.66,37.25,36.28,32.54,28.7,23.37,19.85,18.39,18.8,22.07,26.83,31.1,34.67
DARWIN-AIRPORT,14015,-12.42,130.89,33.18,32.74,33.24,34.49,33.71,32.29,32.12,32.84,34.03,34.71,34.98,33.89
DENILIQUIN-AIRPORT-AWS,74258,-35.56,144.95,32.73,32.42,29.1,23.77,19.17,15.74,15.0,16.48,20.25,23.47,28.16,31.2
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,34.65,33.29,30.23,25.33,21.16,16.95,15.56,17.78,21.29,25.1,28.44,32.57
EAST-SALE-AIRPORT,85072,-38.12,147.13,30.08,29.75,27.94,25.23,21.69,18.7,18.21,19.27,21.12,23.43,26.23,28.35
ESPERANCE,9789,-33.83,121.89,27.37,27.67,27.01,24.48,21.95,19.29,18.06,18.46,20.45,21.93,24.32,25.14
EUCLA,11003,-31.68,128.88,27.16,27.13,26.17,25.48,22.64,20.66,19.94,20.44,22.87,24.88,25.85,26.15
FORREST,11052,-30.85,128.11,34.86,33.03,29.8,27.33,23.42,20.2,19.41,21.14,25.94,27.74,30.16,31.81
GABO-ISLAND-LIGHTHOUSE,84016,-37.57,149.92,23.27,23.9,22.2,21.11,18.57,16.43,16.01,16.93,17.89,19.31,19.56,21.77
GAYNDAH-AIRPORT,39066,-25.62,151.62,34.35,33.07,32.04,29.46,26.44,24.1,23.61,25.03,28.73,30.64,31.84,32.86
GEORGETOWN-AIRPORT,30124,-18.3,143.53,37.42,36.09,36.31,35.81,33.87,31.8,31.85,33.04,36.27,39.5,40.48,39.64
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,32.94,34.65,32.85,29.51,25.92,22.07,21.01,20.96,23.23,26.62,28.49,30.8
GILES-METEOROLOGICAL-OFFICE,13017,-25.03,128.3,40.79,38.79,37.71,33.06,26.3,22.83,23.13,26.12,31.27,35.51,39.22,39.91
GROVE-RESEARCH-STATION,94220,-42.99,147.07,23.7,23.73,21.63,19.24,16.29,13.84,13.72,14.9,16.47,17.98,20.13,21.99
GUNNEDAH-RESOURCE-CENTRE,55024,-31.03,150.27,33.2,32.27,29.96,26.48,21.76,18.08,17.68,19.3,22.41,26.12,29.21,31.48
HALLS-CREEK-AIRPORT,2012,-18.23,127.66,37.55,36.68,36.83,34.52,30.97,28.33,29.08,31.28,35.45,37.78,39.05,38.54
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,23.6,23.59,21.8,19.57,16.71,13.98,13.93,14.98,16.83,18.97,20.27,21.91
HORN-ISLAND,27058,-10.58,142.29,32.1,31.56,31.72,31.74,30.92,30.14,29.57,29.76,30.74,32.26,33.33,32.62
INVERELL-RAGLAN-ST,56242,-29.78,151.11,31.55,30.54,29.13,26.36,22.2,18.73,17.81,19.24,22.51,25.5,27.46,30.37
JERVIS-BAY-POINT-PERPENDICULAR-AWS,68151,-35.09,150.8,24.9,25.33,23.51,21.88,19.28,17.24,16.51,17.81,19.47,21.0,21.96,23.67
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,34.84,33.55,29.72,25.85,22.2,18.47,18.16,19.74,24.22,27.4,30.8,32.68
KALUMBURU,1019,-14.3,126.65,35.13,33.72,34.87,35.41,34.28,32.76,32.72,34.09,36.44,37.37,37.73,35.82
KATANNING-COMPARISON,10579,-33.69,117.56,31.27,30.98,28.06,24.67,20.3,17.16,15.91,16.1,18.39,21.82,26.26,29.44
KERANG,80023,-35.72,143.92,32.13,31.94,28.08,24.13,18.9,15.66,14.85,17.51,20.19,23.81,27.66,30.35
KYANCUTTA,18044,-33.13,135.56,34.39,34.47,30.92,27.64,23.18,19.8,18.94,19.92,23.65,26.56,30.28,31.75
LARAPUNA-EDDYSTONE-POINT,92045,-40.99,148.35,24.0,23.82,23.04,21.44,18.82,16.55,16.04,16.51,17.4,19.12,20.56,22.91
LAUNCESTON-AIRPORT,91311,-41.55,147.21,25.03,25.51,23.87,19.45,16.02,13.25,12.88,13.85,15.68,18.05,20.98,22.75
LAVERTON-RAAF,87031,-37.86,144.76,26.31,26.77,24.39,21.23,17.86,15.22,14.79,16.24,18.07,20.29,22.31,24.9
LEARMONTH-AIRPORT,5007,-22.24,114.1,38.44,37.39,36.68,34.05,28.95,25.5,24.94,26.54,30.24,33.59,35.03,37.1
LONGREACH-AERO,36031,-23.44,144.28,40.32,38.53,38.27,32.73,30.52,24.58,26.45,28.72,32.32,37.69,37.89,38.72
LOW-HEAD,91293,-41.06,146.79,20.64,21.44,20.3,18.17,15.75,14.04,12.79,13.19,14.18,16.21,17.24,19.08
MACKAY-M.O,33119,-21.12,149.22,31.21,30.39,29.02,27.6,25.3,23.09,22.61,23.52,25.73,28.06,30.05,30.94
MARBLE-BAR,4106,-21.18,119.75,42.05,38.6,38.33,36.58,31.64,28.99,28.36,30.7,35.2,39.07,41.17,42.75
MARREE,17031,-29.65,138.06,40.8,38.82,34.95,30.49,24.76,21.61,20.84,22.81,27.34,31.06,35.59,37.65
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,39.24,37.2,35.42,29.55,25.1,20.56,19.95,22.13,26.38,31.65,34.45,37.35
MELBOURNE-REGIONAL-OFFICE,86071,-37.81,144.97,28.02,28.71,26.04,22.71,18.98,16.38,16.02,17.05,19.71,21.99,24.08,25.95
MERREDIN,10092,-31.48,118.28,36.27,34.77,32.41,27.43,22.07,18.74,17.44,17.93,22.51,27.0,30.54,34.37
MILDURA-AIRPORT,76031,-34.24,142.09,35.89,34.01,30.89,26.82,21.25,17.6,17.13,19.04,22.47,26.28,30.99,33.28
MILES-CONSTANCE-STREET,42112,-26.66,150.18,34.67,32.43,31.02,28.56,24.03,21.84,21.06,23.09,27.89,30.04,31.81,33.28
MORAWA-AIRPORT,8296,-29.2,116.02,38.89,38.26,35.05,31.99,25.42,22.01,21.18,22.8,26.13,30.77,33.87,37.5
MOREE-AERO,53115,-29.49,149.85,35.1,33.53,31.41,27.07,23.54,19.6,18.14,20.7,24.41,27.93,30.92,33.59
MORUYA-HEADS-PILOT-STATION,69018,-35.91,150.15,25.06,25.36,24.29,23.06,20.76,18.6,17.8,19.03,19.97,21.69,22.34,23.9
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,26.07,27.18,24.36,21.44,17.89,15.49,14.64,15.64,17.42,19.55,22.35,25.37
NHILL-AERODROME,78015,-36.31,141.65,31.1,31.8,27.75,23.53,19.28,16.05,14.95,16.17,18.66,22.42,25.82,28.8
NORMANTON-AIRPORT,29063,-17.69,141.07,35.35,34.84,35.27,35.29,33.12,30.21,30.58,32.11,34.7,36.73,37.55,36.42
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,26.28,26.81,25.48,23.04,20.72,17.79,17.15,17.41,19.46,21.61,24.11,25.24
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,27.09,27.19,25.65,23.64,20.66,18.38,17.39,18.58,21.17,23.34,23.85,25.94
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,30.17,29.4,27.32,23.24,18.87,15.34,14.26,15.72,18.39,21.48,25.75,27.58
OODNADATTA-AIRPORT,17043,-27.56,135.45,40.56,39.41,35.93,31.1,26.18,22.06,20.94,24.6,30.2,32.93,36.86,39.73
ORBOST,84145,-37.69,148.47,27.06,27.18,26.02,22.68,19.89,17.0,16.24,17.23,19.28,21.11,23.61,25.43
PALMERVILLE,28004,-16.0,144.08,35.37,34.13,33.61,33.58,32.68,31.18,31.21,32.54,35.3,37.69,38.05,37.21
PERTH-AIRPORT,9021,-31.93,115.98,33.37,32.22,31.45,27.31,22.55,19.47,18.49,19.8,21.56,24.59,27.85,29.84
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,36.81,36.18,37.26,36.91,33.44,29.54,29.84,31.54,33.04,36.75,38.03,37.34
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,28.86,29.61,28.09,25.64,23.08,21.35,20.33,22.4,25.06,26.38,26.68,28.75
RABBIT-FLAT,15666,-20.18,130.01,39.03,38.12,37.19,34.06,30.15,26.96,26.48,28.99,34.66,37.07,39.95,39.74
RICHMOND-POST-OFFICE,30045,-20.73,143.14,37.68,36.97,36.44,34.2,30.45,27.3,27.73,29.88,34.21,36.33,38.22,38.01
RICHMOND-RAAF,67105,-33.6,150.78,29.83,29.39,27.07,24.56,21.37,19.06,18.38,19.83,22.94,25.67,26.27,28.41
ROBE-COMPARISON,26026,-37.16,139.76,23.46,23.81,22.19,20.12,18.11,15.75,15.23,15.66,17.19,18.7,20.66,21.54
ROCKHAMPTON-AERO,39083,-23.38,150.48,34.92,34.45,33.62,30.99,28.55,26.01,25.55,27.08,30.07,32.22,33.65,34.51
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,32.26,32.12,28.53,23.21,18.32,14.54,13.34,14.86,18.04,21.55,25.79,29.58
SCONE-AIRPORT-AWS,61363,-32.03,150.83,32.81,31.77,29.36,26.68,22.07,18.57,17.03,20.29,24.57,28.12,28.92,32.28
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,33.48,33.47,29.63,25.4,21.02,17.55,16.26,17.07,20.48,24.81,28.02,30.38
ST-GEORGE-AIRPORT,43109,-28.05,148.59,38.33,37.39,35.76,30.66,26.26,22.91,22.99,24.24,30.17,33.7,34.72,37.6
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,27.35,27.5,25.89,24.0,21.18,18.89,17.92,19.27,22.13,24.08,24.2,25.85
TARCOOLA-AERO,16098,-30.71,134.58,37.18,36.45,32.24,28.46,23.44,19.37,19.28,21.15,25.09,27.52,31.42,33.85
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,38.86,38.17,37.65,35.18,30.39,26.64,27.14,29.83,34.24,36.93,39.23,38.83
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,42.33,41.08,39.71,34.42,29.49,24.54,23.87,26.94,31.93,35.76,39.11,41.89
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,39.22,37.67,34.59,30.27,24.94,21.68,20.76,23.24,27.96,30.87,34.98,37.99
TOWNSVILLE-AERO,32040,-19.25,146.77,33.25,32.69,32.39,31.24,29.33,27.58,26.62,27.15,29.48,30.96,32.2,32.78
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,37.54,36.5,37.13,37.84,36.27,32.85,31.67,34.94,38.2,40.45,39.88,38.99
WAGGA-WAGGA-AMO,72150,-35.16,147.46,33.06,32.32,29.33,23.78,18.72,14.52,13.67,15.15,18.76,22.35,27.19,30.52
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,36.25,35.47,33.21,28.46,23.72,19.61,18.76,20.56,25.6,29.26,32.41,35.04
WANDERING,10917,-32.67,116.67,33.51,33.06,29.79,26.03,21.12,17.5,16.34,16.97,19.23,22.86,27.98,31.87
WEIPA-AERO,27045,-12.68,141.92,34.95,34.08,34.61,35.07,34.48,33.56,33.68,34.36,36.48,37.97,37.92,36.31
WILCANNIA-REID-ST,46043,-31.56,143.37,36.09,35.77,32.9,26.7,22.19,18.93,18.0,20.3,25.31,27.71,31.83,35.17
WILLIAMTOWN-RAAF,61078,-32.79,151.84,33.26,32.76,30.81,29.34,25.46,22.55,22.04,24.17,27.44,30.36,31.61,32.57
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,21.14,21.83,20.3,18.76,16.71,14.65,14.05,13.92,15.19,16.81,18.15,19.41
WITTENOOM,5026,-22.24,118.34,42.61,39.1,39.05,36.05,30.7,27.19,27.21,30.56,34.68,38.48,40.86,42.73
WOOMERA-AERODROME,16001,-31.16,136.81,35.34,35.3,30.64,26.97,21.59,18.22,17.76,20.63,24.52,27.34,30.9,33.34
WYALONG-POST-OFFICE,73054,-33.93,147.24,34.6,34.35,30.89,26.52,21.42,16.73,15.56,17.75,21.72,25.61,30.3,34.47
YAMBA-PILOT-STATION,58012,-29.43,153.36,29.42,29.32,28.06,26.37,24.09,21.6,21.43,22.36,24.16,25.75,26.63,28.17
