STATION_NAME,STN_ID,LAT,LON,January,February,March,April,May,June,July,August,September,October,November,December
CAIRNS-AERO,31011,-16.87,145.75,33.31,32.72,31.83,30.52,29.12,27.64,27.18,27.87,29.4,30.97,32.28,32.82
CAMOOWEAL-TOWNSHIP,37010,-19.92,138.12,39.42,38.24,37.29,35.56,31.62,27.64,27.56,29.9,34.82,37.79,38.87,39.42
CANBERRA-AIRPORT,70351,-35.31,149.2,29.61,29.28,24.84,22.78,17.28,13.9,13.09,13.8,17.69,20.92,23.81,26.52
CAPE-BORDA,22823,-35.75,136.6,24.78,24.93,22.92,20.49,18.13,16.47,15.66,15.67,16.58,18.57,21.11,22.6
CAPE-BRUNY-LIGHTHOUSE,94010,-43.49,147.15,23.62,23.99,22.21,20.91,18.21,16.13,15.51,15.58,17.26,18.44,20.2,21.85
CAPE-LEEUWIN,9518,-34.37,115.14,23.85,24.24,23.46,22.79,20.5,18.72,17.47,17.45,18.41,19.23,21.2,22.76
CAPE-MORETON-LIGHTHOUSE,40043,-27.03,153.47,28.02,27.89,26.96,25.14,23.02,21.23,20.49,21.01,22.97,24.39,26.07,26.97
CAPE-OTWAY-LIGHTHOUSE,90015,-38.86,143.51,20.5,21.1,20.27,18.25,16.39,14.14,13.41,14.07,15.55,17.07,18.25,19.58
CARNARVON-AIRPORT,6011,-24.89,113.67,32.11,33.87,32.67,30.97,27.52,24.63,23.19,24.16,25.15,27.1,28.87,30.41
CEDUNA-AMO,18012,-32.13,133.7,30.76,31.03,29.55,26.32,23.11,19.94,19.13,20.82,23.9,25.9,28.59,30.1
CHARLEVILLE-AERO,44021,-26.41,146.26,39.08,37.05,36.2,30.48,27.86,22.52,22.48,27.1,30.85,33.65,35.06,38.08
CHARTERS-TOWERS-AIRPORT,34084,-20.05,146.27,35.93,34.6,32.96,31.36,28.68,26.64,25.74,27.75,30.76,33.67,34.82,35.85
COBAR-MO,48027,-31.48,145.83,36.59,32.98,30.18,26.65,21.16,17.6,16.58,19.56,24.0,28.0,32.1,33.76
COFFS-HARBOUR-MO,59040,-30.31,153.12,28.45,28.02,26.84,25.11,22.73,20.62,19.97,20.77,23.49,25.08,25.96,27.4
CUNDERDIN-AIRFIELD,10286,-31.62,117.22,35.49,35.29,32.76,27.88,22.18,18.83,17.73,17.96,21.73,26.88,31.07,33.65
DALWALLINU-COMPARISON,8039,-30.28,116.66,36.43,35.69,32.07,28.87,22.3,19.17,17.71,19.37,21.94,26.69,30.46,33.7
DARWIN-AIRPORT,14015,-12.42,130.89,33.3,32.74,33.22,34.21,33.89,32.62,32.47,33.01,34.06,34.53,34.56,33.84
DENILIQUIN-AIRPORT-AWS,74258,-35.56,144.95,33.6,32.77,29.42,25.3,19.81,15.93,14.97,17.56,21.44,24.6,28.4,32.11
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,34.73,33.02,30.13,26.24,21.19,17.47,15.64,18.32,21.64,26.38,29.06,32.08
EAST-SALE-AIRPORT,85072,-38.12,147.13,27.21,27.3,25.29,22.51,19.0,16.32,15.55,16.89,19.05,21.35,23.5,26.48
ESPERANCE,9789,-33.83,121.89,27.31,27.03,26.06,23.59,20.69,18.42,17.16,17.74,19.65,21.28,23.37,24.72
EUCLA,11003,-31.68,128.88,28.34,28.01,27.1,25.17,22.58,19.99,19.48,20.48,23.82,25.72,26.41,26.76
FORREST,11052,-30.85,128.11,36.19,34.34,31.61,28.69,24.98,21.74,21.55,22.89,26.46,28.43,32.13,32.92
GABO-ISLAND-LIGHTHOUSE,84016,-37.57,149.92,23.28,23.62,22.73,21.38,19.22,17.41,16.56,16.79,18.45,19.54,20.38,21.63
GAYNDAH-AIRPORT,39066,-25.62,151.62,34.18,33.68,33.16,30.15,26.54,24.23,24.16,25.25,29.3,31.73,32.13,33.74
GEORGETOWN-AIRPORT,30124,-18.3,143.53,36.17,34.73,34.53,33.19,31.45,29.82,29.84,31.2,34.8,37.01,37.51,36.57
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,33.85,35.48,33.55,30.76,26.84,23.13,21.5,22.33,24.56,27.3,29.78,32.06
GILES-METEOROLOGICAL-OFFICE,13017,-25.03,128.3,38.87,37.52,35.83,30.88,25.2,21.33,20.83,24.02,30.36,34.16,35.94,36.44
GROVE-RESEARCH-STATION,94220,-42.99,147.07,23.05,23.21,21.29,18.42,15.44,13.36,12.85,14.04,15.73,17.98,19.41,21.17
GUNNEDAH-RESOURCE-CENTRE,55024,-31.03,150.27,32.92,32.35,29.62,25.86,21.42,18.04,16.79,18.64,23.06,26.55,28.56,31.31
HALLS-CREEK-AIRPORT,2012,-18.23,127.66,38.93,36.38,37.49,35.91,32.45,29.35,29.55,32.9,37.86,40.08,40.61,40.05
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,24.17,24.47,22.15,20.34,17.31,14.42,14.61,15.47,17.13,18.96,20.51,22.82
HORN-ISLAND,27058,-10.58,142.29,31.76,31.07,31.35,31.44,30.67,29.98,29.3,29.69,30.61,31.94,32.92,32.35
INVERELL-RAGLAN-ST,56242,-29.78,151.11,31.14,29.74,29.07,25.12,22.48,18.29,17.62,19.13,23.0,26.82,28.05,30.33
JERVIS-BAY-POINT-PERPENDICULAR-AWS,68151,-35.09,150.8,26.54,26.48,25.08,23.54,20.73,18.62,17.9,18.63,21.0,22.89,23.52,25.53
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,34.75,31.98,30.52,26.46,21.66,18.57,17.3,19.48,23.56,26.98,30.0,32.36
KALUMBURU,1019,-14.3,126.65,34.87,33.54,34.61,35.3,34.14,32.32,32.54,33.56,36.25,37.43,37.5,35.72
KATANNING-COMPARISON,10579,-33.69,117.56,32.69,31.91,29.65,26.12,21.65,18.13,16.81,18.08,20.74,24.21,28.41,30.89
KERANG,80023,-35.72,143.92,34.9,34.3,30.27,26.56,21.16,17.68,17.46,18.76,21.67,25.49,29.94,33.13
KYANCUTTA,18044,-33.13,135.56,34.49,33.43,31.35,27.44,22.46,18.78,18.42,19.83,23.75,27.03,29.84,32.09
LARAPUNA-EDDYSTONE-POINT,92045,-40.99,148.35,22.4,22.47,21.93,19.58,17.43,15.53,14.92,15.11,16.23,17.73,19.2,21.26
LAUNCESTON-AIRPORT,91311,-41.55,147.21,25.95,26.29,24.17,20.48,16.56,14.15,13.49,14.42,16.35,19.07,21.82,24.48
LAVERTON-RAAF,87031,-37.86,144.76,26.41,27.31,24.74,21.11,17.78,15.32,15.11,15.85,18.26,21.04,22.32,24.19
LEARMONTH-AIRPORT,5007,-22.24,114.1,38.6,38.63,38.13,35.37,30.06,26.37,25.24,27.15,29.91,33.23,34.9,37.05
LONGREACH-AERO,36031,-23.44,144.28,40.73,40.66,39.63,34.58,31.88,26.99,28.43,30.45,34.14,38.11,39.27,39.26
LOW-HEAD,91293,-41.06,146.79,21.95,22.45,20.88,18.88,16.41,14.51,13.43,13.73,14.98,16.54,18.34,20.45
MACKAY-M.O,33119,-21.12,149.22,31.72,31.22,30.12,28.12,26.01,23.6,22.65,24.28,27.07,29.14,30.53,31.47
MARBLE-BAR,4106,-21.18,119.75,46.15,45.03,44.37,42.61,36.65,33.06,33.32,36.15,40.86,45.99,47.13,46.43
MARREE,17031,-29.65,138.06,39.87,38.42,36.32,31.59,25.08,21.37,21.26,22.89,28.78,31.93,35.72,38.09
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,39.61,38.46,35.86,30.27,25.93,20.62,20.44,22.95,27.82,32.13,34.73,38.02
MELBOURNE-REGIONAL-OFFICE,86071,-37.81,144.97,28.29,28.17,25.61,22.23,18.31,15.72,14.88,16.32,18.27,21.05,23.74,25.62
MERREDIN,10092,-31.48,118.28,35.93,34.63,31.95,27.7,22.53,19.02,17.5,18.92,22.26,26.24,30.33,34.41
MILDURA-AIRPORT,76031,-34.24,142.09,35.65,35.45,32.75,27.36,22.61,18.76,17.64,19.35,23.34,26.88,30.87,34.43
MILES-CONSTANCE-STREET,42112,-26.66,150.18,33.86,32.51,31.18,28.09,24.57,21.22,19.77,22.67,27.05,29.55,31.77,32.89
MORAWA-AIRPORT,8296,-29.2,116.02,41.83,40.95,37.31,32.82,27.89,23.21,21.74,22.97,26.41,31.52,35.94,40.14
MOREE-AERO,53115,-29.49,149.85,35.32,33.81,31.48,27.79,23.38,20.21,18.44,20.67,24.99,28.66,31.23,34.3
MORUYA-HEADS-PILOT-STATION,69018,-35.91,150.15,24.55,25.21,24.59,22.81,20.48,18.71,17.77,18.56,20.75,22.44,22.55,23.8
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,25.64,25.89,23.88,21.23,17.42,14.61,14.25,14.83,16.66,18.67,21.72,23.63
NHILL-AERODROME,78015,-36.31,141.65,34.58,34.71,31.47,27.06,22.39,18.28,17.25,18.76,21.47,25.06,30.26,33.51
NORMANTON-AIRPORT,29063,-17.69,141.07,36.48,35.98,36.2,36.36,34.33,32.23,32.47,33.0,36.66,37.86,38.57,37.39
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,25.82,26.51,24.04,22.5,20.04,17.51,16.54,16.91,18.96,20.96,22.96,24.18
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,27.28,27.24,25.9,23.89,20.88,18.57,17.49,18.58,21.42,23.51,24.13,26.17
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,30.13,29.36,27.09,22.35,18.62,15.44,14.28,15.7,18.4,21.29,24.97,27.93
OODNADATTA-AIRPORT,17043,-27.56,135.45,40.05,37.46,35.44,31.76,25.07,21.04,20.03,23.54,29.29,32.07,35.67,38.22
ORBOST,84145,-37.69,148.47,26.97,26.97,25.48,22.4,19.45,16.57,15.98,16.95,18.91,20.88,23.12,25.17
PALMERVILLE,28004,-16.0,144.08,35.7,35.29,34.77,35.11,34.13,32.78,32.26,33.79,36.39,39.06,39.19,37.72
PERTH-AIRPORT,9021,-31.93,115.98,33.37,33.32,31.57,27.27,23.27,20.06,18.83,20.06,21.87,24.28,28.29,30.35
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,38.12,37.73,38.87,38.06,33.57,29.46,29.19,31.23,33.72,38.01,38.93,38.18
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,28.13,28.22,26.98,24.82,22.56,20.48,19.45,20.85,23.78,24.95,25.8,27.44
RABBIT-FLAT,15666,-20.18,130.01,42.35,40.96,40.36,37.84,32.42,30.03,29.37,32.8,39.48,41.77,43.15,42.94
RICHMOND-POST-OFFICE,30045,-20.73,143.14,38.54,38.56,37.34,36.02,32.26,29.41,29.57,31.07,35.29,38.0,39.55,39.59
RICHMOND-RAAF,67105,-33.6,150.78,30.38,29.52,27.15,24.89,21.27,18.95,18.7,20.15,22.72,25.3,26.67,28.51
ROBE-COMPARISON,26026,-37.16,139.76,23.16,23.42,21.56,19.53,17.37,15.3,14.71,15.16,16.81,18.08,20.44,21.6
ROCKHAMPTON-AERO,39083,-23.38,150.48,34.12,34.02,33.54,31.05,28.58,26.0,25.05,27.09,29.98,32.11,32.89,33.68
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,33.14,33.54,30.06,23.99,19.21,14.51,13.7,15.68,18.59,22.09,26.42,31.33
SCONE-AIRPORT-AWS,61363,-32.03,150.83,31.86,31.98,29.26,25.31,21.13,17.92,17.28,18.97,23.07,25.44,27.93,31.73
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,34.21,33.51,29.87,25.4,20.97,17.06,16.03,17.54,20.27,24.48,29.13,30.83
ST-GEORGE-AIRPORT,43109,-28.05,148.59,37.73,35.62,33.63,29.79,25.45,21.88,20.74,23.42,27.87,31.9,34.65,36.44
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,27.29,27.41,26.19,23.99,21.29,19.08,18.07,19.44,21.82,24.19,24.17,26.03
TARCOOLA-AERO,16098,-30.71,134.58,38.0,36.19,33.11,28.37,23.45,20.06,19.39,20.83,25.72,28.94,33.08,33.83
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,39.11,37.42,36.7,34.13,29.84,26.75,25.84,29.73,33.95,36.24,37.7,38.11
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,41.64,40.83,38.0,33.58,27.44,22.84,22.53,26.65,31.74,35.07,37.26,38.88
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,39.88,36.49,33.25,29.22,23.33,20.62,19.75,21.71,26.52,30.32,34.51,36.49
TOWNSVILLE-AERO,32040,-19.25,146.77,33.51,33.01,32.38,31.54,29.77,27.94,27.3,28.12,29.22,31.14,32.15,33.13
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,37.5,36.56,37.27,36.77,34.92,31.46,30.46,33.67,37.32,39.75,40.19,38.65
WAGGA-WAGGA-AMO,72150,-35.16,147.46,33.16,32.73,28.98,24.12,19.25,15.48,13.93,15.3,18.71,22.85,26.64,30.56
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,36.81,35.73,33.46,28.83,24.39,20.29,19.95,21.72,25.89,29.13,33.06,35.63
WANDERING,10917,-32.67,116.67,34.93,34.62,31.56,27.51,22.2,18.89,17.68,17.6,20.29,24.15,30.17,33.54
WEIPA-AERO,27045,-12.68,141.92,34.44,33.73,34.33,34.95,34.85,33.93,34.08,34.8,36.97,38.2,37.73,35.72
WILCANNIA-REID-ST,46043,-31.56,143.37,37.95,37.39,34.31,30.01,23.68,20.05,19.3,21.97,27.51,30.19,33.28,35.98
WILLIAMTOWN-RAAF,61078,-32.79,151.84,29.63,29.13,27.21,24.78,21.78,19.22,18.23,19.81,23.01,25.43,26.68,29.01
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,20.86,21.28,19.7,17.89,15.82,13.69,12.87,13.36,14.91,16.49,17.48,19.15
WITTENOOM,5026,-22.24,118.34,40.6,37.79,36.62,33.73,28.53,25.47,25.49,27.34,31.65,35.87,39.04,40.59
WOOMERA-AERODROME,16001,-31.16,136.81,35.85,35.15,31.12,27.13,21.61,18.03,17.78,20.35,24.4,27.66,30.84,33.68
WYALONG-POST-OFFICE,73054,-33.93,147.24,34.41,33.34,29.64,25.15,20.17,15.66,14.36,16.35,20.43,24.64,28.19,32.42
YAMBA-PILOT-STATION,58012,-29.43,153.36,28.18,28.18,26.74,25.38,23.05,21.27,20.33,21.85,23.47,25.08,25.26,27.02
