STATION_NAME,STN_ID,LAT,LON,January,February,March,April,May,June,July,August,September,October,November,December
BURKETOWN-AIRPORT,29077,-17.75,139.54,35.96,34.74,35.99,35.61,33.91,30.68,30.1,31.99,34.67,36.96,37.71,37.22
BUTLERS-GORGE,96003,-42.28,146.28,19.38,19.57,17.27,14.28,11.22,9.51,8.43,9.18,9.99,12.9,16.16,17.3
CABRAMURRA-SMHEA-AWS,72161,-35.94,148.38,20.49,21.4,17.68,14.14,10.14,6.21,4.96,4.92,8.31,11.92,14.97,18.6
CAIRNS-AERO,31011,-16.87,145.75,32.27,31.8,31.25,30.28,28.52,26.54,26.4,27.24,28.92,30.51,31.51,31.97
CAMOOWEAL-TOWNSHIP,37010,-19.92,138.12,39.65,37.73,37.88,36.05,32.0,28.04,28.15,30.58,35.45,38.34,39.39,39.47
CANBERRA-AIRPORT,70351,-35.31,149.2,30.6,29.06,25.94,22.95,18.6,14.16,13.95,14.39,18.73,22.0,24.89,28.58
CAPE-BORDA,22823,-35.75,136.6,24.07,23.97,22.16,19.7,17.28,15.21,14.56,14.79,15.91,17.66,19.77,21.9
CAPE-BRUNY-LIGHTHOUSE,94010,-43.49,147.15,19.27,19.87,18.44,16.58,14.58,12.87,12.85,13.14,14.48,15.18,16.25,17.51
CAPE-LEEUWIN,9518,-34.37,115.14,23.9,24.66,23.97,22.76,20.76,18.49,17.65,17.44,18.08,19.26,21.02,22.66
CAPE-MORETON-LIGHTHOUSE,40043,-27.03,153.47,29.01,29.0,27.83,26.05,23.86,21.36,20.79,21.48,23.61,25.26,26.64,27.99
CAPE-OTWAY-LIGHTHOUSE,90015,-38.86,143.51,21.16,22.08,20.42,18.42,16.64,14.57,13.93,14.26,15.67,17.22,18.69,19.59
CARNARVON-AIRPORT,6011,-24.89,113.67,31.93,34.15,32.61,31.36,27.33,24.71,23.34,24.44,25.04,26.79,29.1,30.1
CEDUNA-AMO,18012,-32.13,133.7,30.43,30.16,28.3,26.33,23.5,20.5,20.18,21.12,23.87,25.88,28.78,29.01
CHARLEVILLE-AERO,44021,-26.41,146.26,36.29,34.86,34.87,28.8,26.56,21.04,20.61,24.02,27.49,31.53,33.81,35.31
CHARTERS-TOWERS-AIRPORT,34084,-20.05,146.27,35.61,34.48,33.41,31.77,29.0,26.43,25.95,27.91,31.27,33.96,35.33,35.81
COBAR-MO,48027,-31.48,145.83,34.95,34.54,32.29,26.19,22.17,17.87,17.2,19.37,24.17,27.13,30.83,34.82
COFFS-HARBOUR-MO,59040,-30.31,153.12,28.22,27.6,26.1,24.72,22.2,20.47,19.48,21.21,23.11,25.06,25.11,27.12
CUNDERDIN-AIRFIELD,10286,-31.62,117.22,36.14,35.27,31.75,27.53,22.69,19.36,17.79,18.04,22.11,25.92,30.96,33.86
DALWALLINU-COMPARISON,8039,-30.28,116.66,36.44,35.78,31.87,27.51,22.61,19.66,17.59,18.56,22.58,26.06,30.3,33.98
DARWIN-AIRPORT,14015,-12.42,130.89,32.65,31.99,32.57,33.54,33.06,31.79,31.79,32.35,33.63,34.35,34.41,33.29
DENILIQUIN-AIRPORT-AWS,74258,-35.56,144.95,33.18,33.12,29.28,24.26,19.38,15.39,14.61,16.25,20.07,23.95,27.52,30.68
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,35.63,34.11,32.35,27.59,22.75,18.35,16.73,18.87,23.0,27.63,30.95,34.67
EAST-SALE-AIRPORT,85072,-38.12,147.13,27.12,27.47,26.34,22.74,19.54,16.55,15.59,16.78,18.99,21.13,23.34,25.92
ESPERANCE,9789,-33.83,121.89,27.07,27.0,25.82,23.61,20.8,18.26,17.11,17.57,19.76,21.26,23.4,24.67
EUCLA,11003,-31.68,128.88,27.19,26.82,26.22,24.98,22.59,20.32,19.62,20.54,23.0,25.01,25.83,25.93
FORREST,11052,-30.85,128.11,34.11,31.27,28.93,27.01,22.73,19.27,18.77,21.09,24.64,26.36,29.44,31.35
GABO-ISLAND-LIGHTHOUSE,84016,-37.57,149.92,22.81,23.0,21.74,20.05,18.06,16.3,15.51,15.77,17.27,17.95,19.07,21.13
GAYNDAH-AIRPORT,39066,-25.62,151.62,34.82,34.01,32.94,29.76,26.7,24.17,23.94,25.77,29.09,31.43,32.46,34.14
GEORGETOWN-AIRPORT,30124,-18.3,143.53,35.32,34.24,34.42,33.69,31.36,29.83,29.6,31.5,34.65,37.28,37.51,36.65
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,32.89,34.56,31.62,28.86,25.37,21.86,20.27,20.7,22.65,25.57,29.02,31.11
GILES-METEOROLOGICAL-OFFICE,13017,-25.03,128.3,39.36,37.91,36.87,32.66,26.51,22.9,22.65,25.1,31.18,34.48,36.93,38.06
GROVE-RESEARCH-STATION,94220,-42.99,147.07,23.07,23.14,21.32,18.97,15.7,13.36,13.26,14.43,15.6,17.41,19.71,21.28
GUNNEDAH-RESOURCE-CENTRE,55024,-31.03,150.27,36.53,34.82,32.52,29.43,24.45,20.42,19.65,22.06,27.18,31.01,34.06,34.92
HALLS-CREEK-AIRPORT,2012,-18.23,127.66,38.99,36.95,37.0,35.49,32.94,28.9,27.03,32.66,35.76,38.73,40.62,40.15
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,23.6,23.61,21.7,19.51,16.53,13.64,13.52,14.74,16.72,18.28,19.84,21.43
HORN-ISLAND,27058,-10.58,142.29,32.33,31.8,32.1,32.09,31.33,30.52,29.95,30.17,31.05,32.4,33.5,33.22
INVERELL-RAGLAN-ST,56242,-29.78,151.11,33.98,33.34,31.65,27.36,23.55,20.14,19.85,20.96,25.21,28.14,29.4,32.81
JERVIS-BAY-POINT-PERPENDICULAR-AWS,68151,-35.09,150.8,24.75,24.74,23.56,21.53,19.34,16.98,16.07,17.49,19.54,21.24,22.26,23.72
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,35.8,33.64,31.47,27.3,22.01,19.24,18.1,20.61,24.29,26.81,30.21,33.72
KALUMBURU,1019,-14.3,126.65,36.02,34.79,35.63,35.76,34.74,32.99,33.39,34.45,37.03,38.21,38.47,36.29
KATANNING-COMPARISON,10579,-33.69,117.56,31.63,31.32,29.42,25.89,21.03,17.69,16.05,16.98,19.54,22.69,27.53,30.44
KERANG,80023,-35.72,143.92,34.2,33.29,29.25,24.01,19.86,16.28,15.7,17.64,20.79,24.86,28.51,31.67
KYANCUTTA,18044,-33.13,135.56,34.9,34.67,30.85,26.69,22.78,19.35,18.54,20.16,23.97,27.11,30.35,32.24
LARAPUNA-EDDYSTONE-POINT,92045,-40.99,148.35,23.24,23.58,22.37,20.6,18.05,15.76,15.46,15.66,16.74,18.37,19.66,22.06
LAUNCESTON-AIRPORT,91311,-41.55,147.21,26.17,26.08,24.33,20.23,16.73,14.04,13.69,14.65,16.21,18.87,22.01,23.83
LAVERTON-RAAF,87031,-37.86,144.76,26.81,26.96,23.74,21.22,17.71,15.35,15.03,16.54,17.74,20.55,22.98,25.09
LEARMONTH-AIRPORT,5007,-22.24,114.1,40.38,39.13,38.81,35.86,31.29,27.86,27.14,28.95,31.72,35.14,37.06,38.66
LONGREACH-AERO,36031,-23.44,144.28,38.92,37.74,37.27,32.86,29.84,24.81,25.97,28.22,31.72,35.77,36.96,37.63
LOW-HEAD,91293,-41.06,146.79,21.42,22.17,20.85,18.66,16.42,14.63,13.48,13.68,14.71,16.51,18.1,19.65
MACKAY-M.O,33119,-21.12,149.22,31.42,30.97,29.68,27.73,25.67,23.51,22.87,23.57,26.46,28.67,30.26,31.34
MARBLE-BAR,4106,-21.18,119.75,41.64,38.52,38.49,36.21,31.39,28.47,28.14,30.25,35.4,39.68,40.55,41.9
MARREE,17031,-29.65,138.06,40.66,39.65,36.22,31.93,25.0,21.03,20.64,23.99,29.45,31.79,35.79,38.84
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,40.96,39.79,36.53,31.41,27.74,21.57,21.07,23.97,27.55,32.4,36.77,38.43
MELBOURNE-REGIONAL-OFFICE,86071,-37.81,144.97,27.36,28.6,25.73,22.17,19.05,16.26,15.78,16.67,18.93,21.51,23.99,25.42
MERREDIN,10092,-31.48,118.28,35.25,34.64,30.79,26.69,22.41,18.75,16.96,17.79,22.02,25.81,29.97,33.15
MILDURA-AIRPORT,76031,-34.24,142.09,33.66,34.03,30.0,26.06,20.72,17.41,16.85,19.3,23.1,26.68,28.89,32.23
MILES-CONSTANCE-STREET,42112,-26.66,150.18,34.99,34.27,32.75,29.56,26.07,22.7,21.55,24.13,28.5,31.78,32.76,34.44
MORAWA-AIRPORT,8296,-29.2,116.02,37.94,37.1,33.23,29.63,24.32,21.05,19.43,19.82,24.13,27.52,31.6,35.34
MOREE-AERO,53115,-29.49,149.85,36.27,34.12,32.12,27.49,23.48,20.05,19.37,20.93,24.7,29.01,32.62,34.74
MORUYA-HEADS-PILOT-STATION,69018,-35.91,150.15,24.82,24.4,23.66,22.04,19.86,17.84,17.17,18.43,19.49,21.38,21.77,23.36
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,25.56,26.68,23.89,20.25,17.1,14.74,14.09,14.83,16.64,18.64,21.31,23.63
NHILL-AERODROME,78015,-36.31,141.65,31.13,31.2,28.2,23.43,18.79,15.56,14.84,16.15,18.8,22.59,26.34,29.14
NORMANTON-AIRPORT,29063,-17.69,141.07,35.99,35.52,35.37,35.55,33.28,31.06,31.31,32.33,35.07,36.93,37.85,37.32
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,26.58,26.89,24.93,22.7,20.27,17.85,17.13,17.17,19.5,21.5,23.85,24.5
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,27.14,27.59,25.9,23.31,20.55,18.88,17.72,18.65,21.47,23.62,24.27,26.1
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,32.45,33.02,29.44,25.1,20.47,16.74,16.26,17.61,20.94,23.73,28.2,29.98
OODNADATTA-AIRPORT,17043,-27.56,135.45,40.3,38.32,35.08,29.99,24.81,20.82,20.62,23.17,28.16,31.14,34.85,37.87
ORBOST,84145,-37.69,148.47,26.34,26.32,24.17,21.36,18.31,15.31,15.21,16.52,17.55,19.57,21.98,23.47
PALMERVILLE,28004,-16.0,144.08,34.98,34.26,33.51,33.67,32.51,31.95,31.47,32.18,34.7,37.39,37.9,37.16
PERTH-AIRPORT,9021,-31.93,115.98,33.69,33.02,31.47,27.08,22.87,19.98,19.1,20.29,21.88,24.55,27.89,30.51
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,37.46,37.07,38.04,37.3,32.82,29.15,28.77,31.3,32.98,36.17,37.42,37.15
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,28.53,27.94,26.27,24.69,22.51,20.22,18.95,21.32,23.2,24.52,25.16,27.27
RABBIT-FLAT,15666,-20.18,130.01,40.19,39.0,38.7,36.77,32.88,29.78,28.69,31.35,37.15,40.26,41.62,40.73
RICHMOND-POST-OFFICE,30045,-20.73,143.14,38.0,36.36,36.04,34.36,30.72,27.99,27.62,30.18,34.03,36.28,37.99,37.73
RICHMOND-RAAF,67105,-33.6,150.78,29.89,29.79,27.42,24.24,21.29,19.7,18.72,19.93,23.21,25.95,26.8,28.58
ROBE-COMPARISON,26026,-37.16,139.76,22.44,22.4,21.54,20.03,17.29,15.02,14.57,15.21,16.37,17.98,19.93,21.13
ROCKHAMPTON-AERO,39083,-23.38,150.48,33.18,33.04,32.24,29.79,27.37,24.99,24.32,25.95,29.04,31.28,32.02,32.81
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,33.45,32.84,29.14,25.27,19.67,15.72,14.67,16.15,18.94,22.46,27.61,31.9
SCONE-AIRPORT-AWS,61363,-32.03,150.83,32.55,31.09,28.62,25.03,21.23,17.66,16.7,19.0,22.39,25.7,28.3,31.1
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,33.99,33.65,30.64,25.94,21.6,17.75,16.52,17.9,21.08,25.68,28.98,31.9
ST-GEORGE-AIRPORT,43109,-28.05,148.59,35.68,34.05,32.42,28.43,24.29,20.93,19.66,21.81,26.01,29.79,31.45,34.41
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,28.96,28.79,27.25,25.59,22.59,20.23,19.66,20.73,23.59,25.52,25.81,27.9
TARCOOLA-AERO,16098,-30.71,134.58,37.28,36.05,33.65,28.17,23.91,19.92,19.84,21.44,26.35,29.68,33.35,35.08
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,38.9,36.42,35.13,32.31,29.68,26.84,26.49,30.14,33.34,36.56,38.38,38.74
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,40.82,39.39,36.86,32.23,27.38,23.97,23.13,24.73,29.83,34.05,36.7,39.8
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,39.09,37.51,34.85,30.44,24.57,21.2,20.43,22.25,27.07,30.81,34.72,37.24
TOWNSVILLE-AERO,32040,-19.25,146.77,32.66,32.32,31.87,30.88,28.69,27.23,25.92,27.07,28.83,30.61,31.95,32.46
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,38.54,37.37,38.02,37.54,35.69,33.66,33.31,34.94,38.53,40.58,40.91,39.78
WAGGA-WAGGA-AMO,72150,-35.16,147.46,32.67,32.56,28.79,24.24,19.17,15.17,13.54,15.04,18.61,22.66,26.76,30.46
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,37.45,35.01,33.19,28.13,23.66,19.66,18.99,20.92,26.02,30.56,33.82,34.84
WANDERING,10917,-32.67,116.67,32.75,31.93,29.83,25.58,20.08,17.06,15.53,16.54,18.77,22.37,26.87,30.66
WEIPA-AERO,27045,-12.68,141.92,35.07,34.02,34.38,34.71,34.4,33.66,33.37,34.04,36.48,38.13,38.11,36.34
WILCANNIA-REID-ST,46043,-31.56,143.37,37.11,35.98,32.98,27.03,22.36,18.96,18.33,20.55,25.18,28.54,31.64,34.65
WILLIAMTOWN-RAAF,61078,-32.79,151.84,29.39,29.24,27.43,24.78,22.06,19.22,18.69,20.18,23.29,25.49,26.7,28.93
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,21.65,22.24,20.64,18.61,16.6,14.67,13.83,14.26,15.77,16.85,18.8,19.81
WITTENOOM,5026,-22.24,118.34,42.22,38.6,37.53,35.56,30.08,27.41,27.37,29.61,34.04,38.26,40.99,41.3
WOOMERA-AERODROME,16001,-31.16,136.81,36.03,35.44,31.43,27.25,22.4,19.23,18.78,20.53,24.3,26.94,31.46,33.66
WYALONG-POST-OFFICE,73054,-33.93,147.24,33.97,33.88,29.26,25.78,20.69,16.41,15.67,16.87,20.42,24.68,28.57,32.02
YAMBA-PILOT-STATION,58012,-29.43,153.36,28.69,29.05,27.8,26.39,24.13,22.13,21.51,22.27,24.61,25.78,26.44,28.07
