STATION_NAME,STN_ID,LAT,LON,January,February,March,April,May,June,July,August,September,October,November,December
GAYNDAH-AIRPORT,39066,-25.62,151.62,34.55,33.27,32.07,29.52,26.06,24.75,23.01,24.94,28.58,30.91,32.12,34.06
GEORGETOWN-AIRPORT,30124,-18.3,143.53,35.23,34.62,34.92,34.09,32.23,29.57,29.38,31.25,34.44,37.2,37.66,36.92
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,32.77,34.2,32.34,30.0,25.52,22.36,20.55,21.24,23.17,25.53,28.58,31.49
GILES-METEOROLOGICAL-OFFICE,13017,-25.03,128.3,39.28,37.89,35.25,30.85,25.33,22.28,21.61,24.12,29.13,33.32,34.87,37.14
GROVE-RESEARCH-STATION,94220,-42.99,147.07,23.9,24.23,21.95,19.3,16.24,13.87,13.66,14.75,16.59,18.28,19.98,21.65
GUNNEDAH-RESOURCE-CENTRE,55024,-31.03,150.27,32.77,32.35,29.86,26.1,22.0,18.24,17.48,18.69,22.66,26.34,28.22,31.31
HALLS-CREEK-AIRPORT,2012,-18.23,127.66,38.77,37.64,37.56,36.36,31.77,29.42,29.78,32.24,36.86,39.29,40.71,39.5
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,23.99,24.17,22.0,19.64,16.91,14.38,14.28,15.34,17.27,19.3,20.76,22.38
HORN-ISLAND,27058,-10.58,142.29,31.96,31.41,31.38,31.38,30.8,30.19,29.8,29.8,30.93,32.29,33.39,32.71
INVERELL-RAGLAN-ST,56242,-29.78,151.11,32.13,32.16,29.81,26.23,22.26,18.53,18.06,20.33,24.31,27.25,27.27,30.76
JERVIS-BAY-POINT-PERPENDICULAR-AWS,68151,-35.09,150.8,25.7,25.86,24.44,23.22,20.37,18.3,17.65,18.76,20.62,22.5,22.96,24.95
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,36.0,34.08,31.55,26.75,22.73,18.97,18.12,20.48,25.26,28.84,31.04,34.0
KALUMBURU,1019,-14.3,126.65,35.51,34.14,35.04,36.12,34.8,33.26,33.25,34.49,36.96,38.15,37.93,36.01
KATANNING-COMPARISON,10579,-33.69,117.56,30.58,30.44,28.06,24.4,19.98,16.49,15.31,15.8,18.36,21.45,25.73,28.89
KERANG,80023,-35.72,143.92,33.26,33.3,29.74,25.44,20.44,16.57,15.78,17.47,20.66,24.15,28.18,31.71
KYANCUTTA,18044,-33.13,135.56,34.0,34.01,30.63,26.3,22.26,18.95,18.39,19.08,22.88,26.23,29.68,30.84
LARAPUNA-EDDYSTONE-POINT,92045,-40.99,148.35,22.35,22.78,21.94,19.96,17.8,15.61,15.28,15.32,16.31,17.87,19.36,21.15
LAUNCESTON-AIRPORT,91311,-41.55,147.21,24.78,25.36,23.07,18.83,15.33,13.13,12.53,13.25,15.58,18.24,20.65,22.88
LAVERTON-RAAF,87031,-37.86,144.76,28.58,29.04,27.16,23.59,20.17,17.02,16.19,17.06,19.42,21.79,24.12,27.35
LEARMONTH-AIRPORT,5007,-22.24,114.1,39.29,38.43,37.81,34.81,29.65,26.04,25.33,27.23,30.76,34.29,35.75,37.84
LONGREACH-AERO,36031,-23.44,144.28,40.62,38.94,38.92,34.18,31.82,26.88,26.67,29.23,33.11,37.74,38.79,39.79
LOW-HEAD,91293,-41.06,146.79,20.56,21.59,20.82,18.7,16.07,13.82,13.1,13.65,14.31,15.91,17.35,19.4
MACKAY-M.O,33119,-21.12,149.22,34.08,34.09,33.0,30.86,28.55,26.49,25.39,26.96,29.43,31.86,32.66,33.79
MARBLE-BAR,4106,-21.18,119.75,41.56,38.44,38.86,36.07,31.69,28.73,28.05,30.03,35.16,40.2,41.69,42.24
MARREE,17031,-29.65,138.06,38.94,39.18,35.2,30.59,24.63,21.7,21.02,22.84,28.26,30.63,35.43,37.77
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,38.72,37.83,33.57,29.49,24.93,20.87,19.61,22.3,26.69,30.64,34.0,36.65
MELBOURNE-REGIONAL-OFFICE,86071,-37.81,144.97,26.72,27.69,25.2,21.75,18.13,15.54,15.15,16.34,18.49,20.95,22.84,25.05
MERREDIN,10092,-31.48,118.28,35.22,33.88,30.58,26.44,22.02,18.89,17.18,17.42,21.72,25.32,29.65,33.16
MILDURA-AIRPORT,76031,-34.24,142.09,33.24,32.24,29.45,24.38,19.79,16.95,15.87,17.57,21.46,25.2,28.38,31.14
MILES-CONSTANCE-STREET,42112,-26.66,150.18,37.35,36.74,35.89,32.05,28.44,25.03,24.07,26.68,30.48,34.0,35.07,36.51
MORAWA-AIRPORT,8296,-29.2,116.02,39.69,38.34,34.59,30.63,25.62,21.03,19.92,20.98,24.28,29.33,33.28,36.87
MOREE-AERO,53115,-29.49,149.85,35.51,34.85,32.75,28.73,24.73,20.92,20.0,21.89,25.92,29.16,32.19,34.69
MORUYA-HEADS-PILOT-STATION,69018,-35.91,150.15,25.66,25.01,24.27,22.43,20.21,18.45,17.66,18.55,20.13,21.79,22.91,24.12
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,26.44,27.77,24.88,21.35,17.7,14.79,14.61,15.52,16.62,18.6,21.62,23.81
NHILL-AERODROME,78015,-36.31,141.65,31.84,32.27,28.44,23.69,19.23,16.06,15.65,16.55,19.47,22.63,26.73,29.23
NORMANTON-AIRPORT,29063,-17.69,141.07,37.01,35.01,36.32,35.8,33.96,30.95,30.19,32.18,35.13,37.11,37.47,37.14
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,27.03,27.44,25.33,23.36,20.74,17.97,17.35,17.56,19.95,22.0,24.38,25.43
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,29.13,28.78,27.4,25.6,22.43,20.06,19.75,20.6,22.84,24.74,26.11,27.91
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,30.73,30.07,25.91,22.34,18.43,14.94,14.01,15.19,18.88,21.3,25.86,28.26
OODNADATTA-AIRPORT,17043,-27.56,135.45,39.91,38.9,35.41,30.42,25.3,21.51,20.56,24.63,30.67,32.99,36.54,38.99
ORBOST,84145,-37.69,148.47,26.25,25.89,23.88,20.97,18.1,15.45,15.13,16.66,17.85,20.02,22.23,24.11
PALMERVILLE,28004,-16.0,144.08,34.74,33.66,32.78,32.54,31.37,30.63,30.03,31.42,34.2,36.65,37.11,36.33
PERTH-AIRPORT,9021,-31.93,115.98,33.24,32.92,31.45,27.19,22.99,20.27,19.03,19.99,21.58,23.92,28.0,30.08
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,37.62,37.48,38.02,37.54,32.69,28.91,29.24,30.51,32.34,36.44,37.98,37.43
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,28.44,28.46,26.98,25.0,22.4,20.42,19.69,20.99,23.04,24.57,25.62,26.97
RABBIT-FLAT,15666,-20.18,130.01,39.23,37.88,37.53,34.77,29.83,26.97,27.75,30.52,35.07,37.95,40.63,39.76
RICHMOND-POST-OFFICE,30045,-20.73,143.14,37.28,36.57,35.83,34.09,30.57,27.49,27.19,29.04,33.38,36.45,38.17,37.96
RICHMOND-RAAF,67105,-33.6,150.78,30.63,30.4,27.54,24.77,21.43,18.91,18.31,20.18,22.48,25.27,26.51,28.16
ROBE-COMPARISON,26026,-37.16,139.76,25.23,25.81,24.36,21.95,19.55,17.17,16.71,17.44,19.13,20.3,22.47,23.68
ROCKHAMPTON-AERO,39083,-23.38,150.48,33.99,33.35,32.27,30.21,27.82,25.09,24.63,26.23,29.29,31.46,32.35,33.58
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,33.24,31.2,27.56,23.75,17.99,14.13,12.97,14.91,17.99,21.76,26.65,29.66
SCONE-AIRPORT-AWS,61363,-32.03,150.83,31.88,31.4,29.04,25.82,22.04,18.9,17.94,19.21,23.03,26.34,28.6,31.07
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,32.77,32.17,28.77,25.62,20.4,16.47,16.02,17.17,20.45,24.55,27.92,30.81
ST-GEORGE-AIRPORT,43109,-28.05,148.59,36.0,34.2,32.05,28.4,24.07,20.89,19.36,22.25,27.06,29.98,32.31,35.27
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,27.84,27.43,26.17,23.89,21.41,18.86,18.06,19.85,22.09,23.94,24.56,26.48
TARCOOLA-AERO,16098,-30.71,134.58,38.1,36.87,32.55,28.6,23.63,20.15,19.72,22.1,27.5,29.72,33.35,35.05
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,37.76,36.27,35.93,32.83,28.36,26.12,25.98,29.13,33.23,35.07,37.6,37.66
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,39.28,36.81,34.5,29.34,24.94,20.72,20.06,23.28,28.05,31.3,34.95,37.36
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,37.57,36.42,33.39,28.5,23.67,20.64,19.37,21.09,25.77,29.24,32.03,36.17
TOWNSVILLE-AERO,32040,-19.25,146.77,32.76,32.25,32.67,31.38,29.15,26.98,26.77,27.11,28.94,30.83,31.74,32.76
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,38.02,36.63,36.88,36.83,34.48,31.61,31.81,33.69,38.17,39.81,40.07,38.96
WAGGA-WAGGA-AMO,72150,-35.16,147.46,32.95,32.49,29.36,24.04,18.93,14.85,13.44,15.8,19.02,22.93,26.63,31.05
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,40.26,38.77,36.39,32.15,27.58,23.67,23.28,25.24,30.27,33.47,36.83,39.83
WANDERING,10917,-32.67,116.67,33.9,32.73,30.5,25.59,21.07,17.78,16.61,17.48,19.93,23.64,28.38,31.87
WEIPA-AERO,27045,-12.68,141.92,32.72,31.89,32.39,32.74,32.57,31.49,31.39,32.51,34.59,35.95,35.92,34.05
WILCANNIA-REID-ST,46043,-31.56,143.37,36.15,35.38,33.0,27.12,21.83,19.06,18.01,19.85,24.67,27.88,32.06,34.08
WILLIAMTOWN-RAAF,61078,-32.79,151.84,29.26,28.9,27.35,24.9,21.59,19.03,18.51,19.66,22.91,25.29,26.21,28.13
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,20.81,21.12,19.37,18.18,15.88,13.7,12.99,13.51,14.86,16.28,17.61,19.2
WITTENOOM,5026,-22.24,118.34,43.07,41.19,39.85,36.93,31.3,27.1,27.58,30.01,34.95,39.51,41.81,43.07
WOOMERA-AERODROME,16001,-31.16,136.81,36.9,35.22,31.48,26.46,21.77,18.38,18.09,19.99,24.26,27.37,31.76,33.14
WYALONG-POST-OFFICE,73054,-33.93,147.24,36.36,36.1,32.73,29.05,22.62,18.04,16.68,19.69,24.25,29.32,32.58,35.63
YAMBA-PILOT-STATION,58012,-29.43,153.36,29.06,29.06,27.72,26.11,23.5,21.53,21.17,22.02,23.84,25.36,26.58,27.98
