STATION_NAME,STN_ID,LAT,LON,January,February,March,April,May,June,July,August,September,October,November,December
MELBOURNE-REGIONAL-OFFICE,86071,-37.81,144.97,31.47,31.33,29.21,25.59,21.01,18.05,17.78,18.99,20.87,23.95,27.27,29.72
MERREDIN,10092,-31.48,118.28,35.31,34.3,30.87,27.58,21.86,18.44,16.95,18.44,21.18,25.84,29.73,32.86
MILDURA-AIRPORT,76031,-34.24,142.09,33.92,33.66,30.21,25.67,20.79,17.43,16.14,18.47,22.16,26.13,29.1,31.34
MILES-CONSTANCE-STREET,42112,-26.66,150.18,34.61,33.32,32.81,29.28,24.9,21.71,21.04,23.39,26.84,30.14,32.31,33.98
MORAWA-AIRPORT,8296,-29.2,116.02,38.38,38.43,35.04,30.55,25.01,21.28,20.37,21.02,24.91,29.85,32.93,35.8
MOREE-AERO,53115,-29.49,149.85,34.02,33.51,31.47,27.07,23.46,20.5,19.17,20.08,24.35,28.09,30.59,32.97
MORUYA-HEADS-PILOT-STATION,69018,-35.91,150.15,24.84,24.37,23.85,22.3,19.99,18.03,17.32,18.05,20.04,21.61,22.49,22.94
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,25.9,27.34,24.21,20.98,17.68,15.2,14.26,15.18,17.29,19.2,21.45,23.86
NHILL-AERODROME,78015,-36.31,141.65,31.98,32.19,28.5,23.7,19.58,16.29,15.3,16.63,19.2,22.99,26.88,29.68
NORMANTON-AIRPORT,29063,-17.69,141.07,38.83,37.88,39.43,39.93,37.72,35.51,34.67,36.98,39.33,41.47,40.82,39.81
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,25.81,26.32,24.4,22.25,19.92,17.19,16.52,16.68,19.0,21.07,23.4,24.29
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,29.4,28.72,27.01,25.18,22.06,19.69,19.07,20.33,23.32,25.17,26.37,27.83
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,29.61,29.68,26.53,22.65,18.13,14.73,14.14,15.35,18.29,21.62,24.64,27.62
OODNADATTA-AIRPORT,17043,-27.56,135.45,39.54,37.81,34.02,30.34,25.25,21.17,21.04,24.79,28.73,31.56,35.57,38.09
ORBOST,84145,-37.69,148.47,27.56,27.19,25.05,21.93,19.34,16.54,15.99,17.22,18.99,21.41,23.21,24.88
PALMERVILLE,28004,-16.0,144.08,35.59,34.4,33.5,33.81,32.94,31.74,31.29,32.68,35.24,37.7,38.37,37.35
PERTH-AIRPORT,9021,-31.93,115.98,34.35,33.51,32.19,27.57,23.51,20.37,19.61,20.61,22.61,25.28,28.81,30.73
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,37.39,37.71,38.4,37.21,32.62,29.07,28.75,29.94,32.64,36.64,37.84,37.24
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,30.81,30.62,28.82,26.73,24.2,21.84,20.97,22.68,25.57,27.49,28.46,30.34
RABBIT-FLAT,15666,-20.18,130.01,40.67,40.12,39.23,37.66,31.85,28.93,29.8,32.31,37.67,40.24,42.22,41.06
RICHMOND-POST-OFFICE,30045,-20.73,143.14,39.46,36.55,35.06,32.94,30.66,27.33,26.24,30.75,33.74,36.52,37.86,38.77
RICHMOND-RAAF,67105,-33.6,150.78,31.63,29.87,27.73,24.87,21.46,19.4,19.0,20.67,23.41,26.13,28.13,29.89
ROBE-COMPARISON,26026,-37.16,139.76,22.76,23.11,22.02,19.78,17.58,15.75,15.04,15.44,16.95,18.66,20.32,21.75
ROCKHAMPTON-AERO,39083,-23.38,150.48,33.48,33.08,31.95,29.83,27.49,24.93,24.42,25.38,28.76,30.78,31.92,33.09
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,31.98,31.35,28.12,22.63,18.66,14.26,13.16,14.64,18.24,20.97,25.69,30.67
SCONE-AIRPORT-AWS,61363,-32.03,150.83,32.32,32.48,29.78,26.27,21.92,18.98,17.98,20.62,24.57,27.85,29.75,32.37
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,33.59,33.37,29.06,25.4,21.33,17.29,16.67,17.18,20.51,24.25,28.47,30.46
ST-GEORGE-AIRPORT,43109,-28.05,148.59,35.18,33.93,32.4,28.68,24.33,20.89,20.33,22.32,26.53,29.41,32.26,34.81
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,28.61,28.47,27.26,24.82,22.28,19.66,18.88,20.39,22.98,25.35,25.57,27.53
TARCOOLA-AERO,16098,-30.71,134.58,38.1,37.31,33.31,29.54,24.9,21.21,20.9,22.57,26.89,30.09,33.74,35.79
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,38.03,36.73,35.97,33.83,29.59,26.76,26.62,28.7,33.95,36.57,37.78,37.62
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,38.7,37.16,35.36,30.13,24.96,21.21,20.67,22.82,26.95,30.89,33.0,37.52
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,41.01,37.28,34.98,30.6,24.54,21.08,20.72,23.25,28.86,32.16,36.56,38.21
TOWNSVILLE-AERO,32040,-19.25,146.77,32.69,32.31,31.8,30.86,29.26,27.34,26.6,27.38,29.22,30.77,32.06,32.55
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,37.67,36.45,37.24,36.04,33.67,31.15,31.14,33.25,37.4,39.24,39.77,38.33
WAGGA-WAGGA-AMO,72150,-35.16,147.46,33.47,33.39,29.43,24.76,19.84,15.44,13.86,15.96,19.47,23.77,27.79,30.84
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,36.55,35.32,32.59,28.05,23.63,20.02,18.74,20.8,25.04,29.38,31.33,34.88
WANDERING,10917,-32.67,116.67,33.72,33.11,29.62,25.66,21.0,17.97,16.37,16.78,19.14,22.68,28.11,31.44
WEIPA-AERO,27045,-12.68,141.92,34.2,33.31,33.97,34.75,34.45,33.47,33.15,34.2,36.08,37.71,37.39,35.66
WILCANNIA-REID-ST,46043,-31.56,143.37,36.7,35.8,32.28,26.79,22.07,18.99,17.62,20.25,25.22,28.23,31.75,34.82
WILLIAMTOWN-RAAF,61078,-32.79,151.84,31.13,29.97,27.79,26.0,22.6,20.0,19.18,21.19,23.98,26.41,27.94,30.27
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,20.66,21.62,19.68,17.9,15.95,13.88,13.01,13.37,14.9,16.47,17.45,18.88
WITTENOOM,5026,-22.24,118.34,42.47,39.78,38.02,36.34,30.52,26.17,26.04,29.26,33.89,38.86,41.6,42.52
WOOMERA-AERODROME,16001,-31.16,136.81,37.32,36.08,34.44,28.9,23.74,19.92,19.1,21.48,25.88,29.88,32.49,35.68
WYALONG-POST-OFFICE,73054,-33.93,147.24,35.69,35.4,31.9,25.88,21.17,16.23,15.07,17.65,21.28,25.35,29.06,33.49
YAMBA-PILOT-STATION,58012,-29.43,153.36,29.09,29.13,28.37,26.78,24.34,22.44,21.61,22.53,24.32,25.82,26.65,28.09
