STATION_NAME,STN_ID,LAT,LON,January,February,March,April,May,June,July,August,September,October,November,December
LAVERTON-RAAF,87031,-37.86,144.76,26.81,26.91,25.0,21.4,18.01,15.99,15.19,16.18,18.41,20.77,23.06,25.55
LEARMONTH-AIRPORT,5007,-22.24,114.1,41.02,40.31,39.84,37.16,32.53,29.2,28.16,29.74,32.91,36.22,37.82,39.88
LONGREACH-AERO,36031,-23.44,144.28,39.9,38.35,37.62,33.17,30.09,25.06,26.46,28.26,32.13,36.14,37.55,38.87
LOW-HEAD,91293,-41.06,146.79,20.78,21.79,20.49,18.06,15.8,13.91,13.07,13.3,14.46,15.85,17.4,19.06
MACKAY-M.O,33119,-21.12,149.22,31.76,31.25,30.24,28.12,25.8,23.76,23.1,24.73,27.27,29.25,31.07,31.44
MARBLE-BAR,4106,-21.18,119.75,42.75,39.09,39.71,37.82,33.17,28.77,29.01,31.1,36.08,40.93,42.78,42.84
MARREE,17031,-29.65,138.06,41.33,40.44,36.31,32.53,25.85,21.52,21.51,25.05,30.04,32.74,37.0,39.07
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,39.45,37.99,34.45,30.79,25.91,20.95,20.75,23.36,26.4,31.08,34.79,36.91
MELBOURNE-REGIONAL-OFFICE,86071,-37.81,144.97,27.04,27.45,24.92,21.52,18.1,15.44,14.67,16.21,18.38,20.9,22.8,25.18
MERREDIN,10092,-31.48,118.28,37.17,35.05,32.73,28.16,23.28,19.99,18.03,18.89,22.45,27.09,31.55,34.83
MILDURA-AIRPORT,76031,-34.24,142.09,32.9,32.89,28.9,25.05,19.85,16.88,15.98,18.63,21.95,25.18,28.61,30.94
MILES-CONSTANCE-STREET,42112,-26.66,150.18,35.16,33.09,31.66,28.55,24.78,21.2,20.57,23.51,27.32,30.49,31.15,33.29
MORAWA-AIRPORT,8296,-29.2,116.02,38.1,37.56,34.55,30.41,24.22,20.26,19.07,19.82,24.09,28.99,32.1,35.36
MOREE-AERO,53115,-29.49,149.85,34.83,33.44,32.02,27.69,23.55,19.74,18.69,20.09,24.82,28.46,31.48,33.52
MORUYA-HEADS-PILOT-STATION,69018,-35.91,150.15,26.87,26.73,25.76,24.3,22.02,20.16,19.42,20.17,22.47,23.21,23.81,25.62
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,25.57,25.98,23.56,20.8,17.03,14.46,14.12,14.94,16.66,18.6,21.21,23.65
NHILL-AERODROME,78015,-36.31,141.65,31.49,31.1,28.11,24.45,19.11,15.41,14.98,16.37,19.15,22.72,26.73,29.36
NORMANTON-AIRPORT,29063,-17.69,141.07,36.49,35.04,36.13,36.01,34.02,30.99,30.61,32.41,35.66,37.37,37.97,37.22
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,25.73,25.71,24.15,23.06,20.2,17.24,16.63,17.4,19.42,21.26,22.79,24.17
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,28.57,28.48,27.03,25.37,22.15,19.71,18.9,20.16,22.54,24.5,25.71,27.69
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,30.11,30.65,26.69,23.91,19.16,15.93,15.24,15.7,18.42,21.77,26.02,28.27
OODNADATTA-AIRPORT,17043,-27.56,135.45,38.58,36.79,35.18,29.6,24.8,20.93,20.56,22.69,28.56,31.37,34.86,36.64
ORBOST,84145,-37.69,148.47,26.52,25.77,23.89,21.35,18.13,15.78,15.37,16.21,18.26,20.14,22.99,23.38
PALMERVILLE,28004,-16.0,144.08,34.58,33.69,33.37,33.65,32.59,31.23,30.99,32.35,35.05,37.23,37.53,36.77
PERTH-AIRPORT,9021,-31.93,115.98,33.61,32.91,31.19,27.12,23.51,20.38,19.65,19.92,22.08,24.09,28.45,30.75
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,36.76,37.1,37.55,37.04,31.96,28.56,28.49,29.94,32.19,36.5,37.25,36.37
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,28.29,28.16,26.83,25.12,22.2,20.14,19.6,20.76,23.31,24.67,25.44,26.98
RABBIT-FLAT,15666,-20.18,130.01,39.66,38.88,38.26,35.96,31.41,28.21,28.41,30.54,36.26,38.34,40.61,40.35
RICHMOND-POST-OFFICE,30045,-20.73,143.14,40.24,38.33,38.46,35.62,32.06,29.18,28.76,31.34,35.01,38.84,40.64,40.09
RICHMOND-RAAF,67105,-33.6,150.78,31.22,30.51,28.91,26.17,23.3,20.37,19.45,20.92,24.39,26.93,28.36,30.21
ROBE-COMPARISON,26026,-37.16,139.76,23.51,23.79,22.19,20.22,17.87,15.86,15.21,15.51,16.71,18.42,20.47,21.62
ROCKHAMPTON-AERO,39083,-23.38,150.48,36.15,35.98,35.57,32.95,30.4,28.15,27.75,28.74,32.06,34.35,34.59,36.01
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,33.14,32.85,29.01,24.32,19.33,15.17,14.34,15.85,18.69,22.14,27.48,31.22
SCONE-AIRPORT-AWS,61363,-32.03,150.83,33.03,32.25,29.88,27.22,22.74,19.31,18.61,20.03,23.66,26.95,29.51,31.74
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,32.66,32.63,28.19,25.31,20.45,16.75,15.71,17.42,20.4,24.31,28.03,30.28
ST-GEORGE-AIRPORT,43109,-28.05,148.59,36.51,34.62,33.15,29.15,25.42,21.65,20.67,22.53,27.62,30.27,32.88,35.42
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,28.22,27.98,27.12,24.96,22.41,20.04,18.99,20.34,23.17,24.3,25.42,27.38
TARCOOLA-AERO,16098,-30.71,134.58,37.85,37.32,34.09,28.54,24.4,20.32,19.8,21.9,26.45,29.34,33.29,35.78
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,38.78,37.67,36.63,34.38,29.8,26.31,26.65,29.67,34.18,35.83,38.49,38.29
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,41.83,37.57,36.12,32.19,26.74,22.58,22.4,25.13,30.88,34.23,38.06,39.14
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,37.37,36.73,33.95,27.92,22.78,20.01,19.89,21.34,26.62,29.49,33.32,35.89
TOWNSVILLE-AERO,32040,-19.25,146.77,32.68,32.18,31.54,30.59,29.11,27.0,26.64,26.87,28.77,30.38,31.73,32.28
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,38.94,37.48,37.94,37.46,35.11,33.09,32.0,35.59,39.58,41.37,41.12,40.08
WAGGA-WAGGA-AMO,72150,-35.16,147.46,34.35,33.19,29.54,25.55,18.76,14.65,13.55,15.39,18.79,23.19,27.19,31.41
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,36.42,34.66,32.72,28.15,23.87,19.98,19.24,21.3,26.57,30.21,33.56,35.48
WANDERING,10917,-32.67,116.67,33.19,31.94,29.36,25.62,20.27,17.35,16.07,16.74,19.02,22.41,27.54,31.62
WEIPA-AERO,27045,-12.68,141.92,33.48,32.85,32.9,33.58,33.44,32.55,32.38,33.58,35.42,36.51,36.41,34.71
WILCANNIA-REID-ST,46043,-31.56,143.37,38.64,38.18,35.61,29.9,24.88,20.51,20.01,22.21,27.24,30.23,34.14,37.6
WILLIAMTOWN-RAAF,61078,-32.79,151.84,30.24,29.81,27.91,25.85,22.68,20.05,19.33,20.85,23.67,25.78,27.13,29.0
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,22.19,22.25,20.86,19.07,17.29,15.05,14.47,14.59,15.73,17.32,18.91,20.16
WITTENOOM,5026,-22.24,118.34,40.62,38.02,37.6,33.93,29.27,25.44,25.72,27.94,32.95,37.49,39.21,40.85
WOOMERA-AERODROME,16001,-31.16,136.81,35.45,35.13,31.79,26.48,22.15,18.31,18.0,19.49,23.99,27.55,30.59,32.68
WYALONG-POST-OFFICE,73054,-33.93,147.24,33.72,33.43,30.03,25.36,19.98,15.97,15.04,16.52,20.66,24.48,28.58,31.55
YAMBA-PILOT-STATION,58012,-29.43,153.36,29.4,29.17,28.16,26.94,24.43,22.77,21.91,23.4,25.16,27.03,26.87,28.54
