STATION_NAME,STN_ID,LAT,LON,January,February,March,April,May,June,July,August,September,October,November,December
LEARMONTH-AIRPORT,5007,-22.24,114.1,39.29,38.25,37.91,34.98,30.01,26.6,26.25,27.7,30.51,33.99,35.84,37.61
LONGREACH-AERO,36031,-23.44,144.28,40.78,38.08,36.88,33.01,30.48,25.09,26.56,29.61,32.46,36.97,37.21,38.76
LOW-HEAD,91293,-41.06,146.79,23.14,24.21,23.2,21.08,18.32,16.01,14.88,14.92,15.86,17.39,19.06,21.51
MACKAY-M.O,33119,-21.12,149.22,31.81,30.91,30.13,28.5,25.9,23.55,22.75,24.06,26.99,29.5,30.58,31.87
MARBLE-BAR,4106,-21.18,119.75,43.67,40.3,40.92,39.56,35.33,31.38,31.4,34.25,38.5,42.12,44.19,44.45
MARREE,17031,-29.65,138.06,40.45,39.81,36.19,32.11,25.88,22.93,21.91,24.04,28.44,31.53,35.58,37.91
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,39.63,38.3,35.06,31.17,25.63,21.1,20.44,23.91,27.12,31.05,34.36,38.02
MELBOURNE-REGIONAL-OFFICE,86071,-37.81,144.97,28.24,27.84,24.86,22.31,18.16,15.56,14.96,16.4,18.45,21.38,23.57,25.2
MERREDIN,10092,-31.48,118.28,35.07,33.62,31.41,27.08,22.0,18.59,16.59,18.07,21.7,25.82,29.9,33.04
MILDURA-AIRPORT,76031,-34.24,142.09,34.08,34.5,30.44,26.38,21.42,18.68,17.18,19.02,22.79,26.33,29.28,31.98
MILES-CONSTANCE-STREET,42112,-26.66,150.18,34.06,33.23,32.27,29.08,24.91,21.96,21.02,23.33,26.9,29.66,32.26,33.63
MORAWA-AIRPORT,8296,-29.2,116.02,41.04,40.94,37.15,32.51,26.73,23.01,22.04,23.32,26.97,31.67,35.29,38.0
MOREE-AERO,53115,-29.49,149.85,34.18,32.73,31.05,27.46,23.04,19.41,18.7,19.96,24.59,28.27,30.27,32.89
MORUYA-HEADS-PILOT-STATION,69018,-35.91,150.15,26.41,25.71,24.93,23.67,21.07,19.21,18.17,19.24,20.92,22.55,23.59,24.83
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,28.04,29.09,26.77,22.81,19.32,16.6,16.3,17.11,18.92,20.32,23.39,25.79
NHILL-AERODROME,78015,-36.31,141.65,35.13,34.58,31.11,27.46,22.77,18.69,18.15,19.3,21.91,25.51,30.59,33.37
NORMANTON-AIRPORT,29063,-17.69,141.07,37.9,36.29,36.75,36.57,34.55,31.92,31.19,33.08,35.99,37.75,38.57,38.15
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,26.57,26.74,25.04,22.92,20.69,18.23,17.14,17.45,19.45,21.66,23.88,25.16
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,27.81,27.3,26.26,23.53,20.59,18.29,17.27,19.17,21.57,23.7,24.29,26.56
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,29.65,30.04,26.79,22.61,18.44,14.93,13.83,15.12,18.2,21.2,24.63,27.24
OODNADATTA-AIRPORT,17043,-27.56,135.45,40.22,37.95,35.64,30.5,25.32,21.72,21.0,23.93,28.46,31.82,35.38,38.06
ORBOST,84145,-37.69,148.47,27.12,27.11,25.04,22.29,19.58,16.95,16.46,17.56,18.96,20.88,23.45,24.74
PALMERVILLE,28004,-16.0,144.08,33.94,33.17,32.53,32.51,31.43,30.6,30.15,31.44,34.15,36.5,37.32,36.02
PERTH-AIRPORT,9021,-31.93,115.98,33.27,33.19,31.86,27.24,23.39,20.27,19.52,20.33,21.87,24.7,28.52,30.23
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,38.36,37.5,38.96,38.14,33.54,29.87,29.77,32.02,33.92,37.41,38.34,38.3
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,29.25,29.06,27.64,25.73,23.41,21.14,20.14,21.61,24.43,25.74,26.12,28.2
RABBIT-FLAT,15666,-20.18,130.01,40.24,39.03,38.54,36.35,32.1,29.72,28.95,30.62,36.12,39.05,41.43,41.12
RICHMOND-POST-OFFICE,30045,-20.73,143.14,37.43,35.87,35.23,33.67,29.95,27.73,26.48,29.25,33.29,36.52,38.03,38.09
RICHMOND-RAAF,67105,-33.6,150.78,30.65,29.64,27.6,24.88,21.53,19.35,18.76,20.35,23.55,25.86,27.45,29.35
ROBE-COMPARISON,26026,-37.16,139.76,22.95,23.2,21.99,19.48,17.31,15.44,14.6,15.17,16.74,18.43,20.55,21.29
ROCKHAMPTON-AERO,39083,-23.38,150.48,33.53,32.58,32.07,30.06,27.32,25.11,24.38,26.07,28.93,31.19,32.29,32.61
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,33.4,33.35,29.59,25.34,19.47,14.93,14.47,16.92,19.82,23.98,28.33,31.67
SCONE-AIRPORT-AWS,61363,-32.03,150.83,32.39,30.06,27.75,25.5,21.11,17.58,16.79,19.41,23.25,26.31,29.16,30.66
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,33.53,33.42,29.67,25.39,21.31,17.78,16.37,17.35,20.79,24.82,28.58,30.89
ST-GEORGE-AIRPORT,43109,-28.05,148.59,35.47,34.17,32.43,28.43,24.15,20.69,19.66,21.89,27.09,30.18,32.05,34.51
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,27.72,26.78,25.88,23.86,21.03,18.66,17.88,19.23,22.01,23.53,24.2,26.59
TARCOOLA-AERO,16098,-30.71,134.58,38.5,37.14,32.61,27.83,23.87,19.94,19.72,21.9,27.19,30.23,33.25,34.92
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,39.25,37.25,36.8,33.85,30.33,26.6,26.83,30.53,34.93,37.45,38.64,39.58
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,44.3,41.19,39.51,34.83,29.27,25.0,24.8,27.51,33.22,37.97,41.84,42.37
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,40.26,39.0,34.89,30.44,23.98,20.02,19.67,23.23,28.65,31.39,34.83,37.89
TOWNSVILLE-AERO,32040,-19.25,146.77,32.65,32.78,32.27,31.13,28.96,27.52,26.58,26.97,28.75,30.39,31.54,32.24
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,39.48,37.18,37.85,36.94,35.1,32.52,32.39,35.07,38.15,41.27,41.67,40.16
WAGGA-WAGGA-AMO,72150,-35.16,147.46,32.91,32.63,29.48,24.26,19.24,15.05,13.56,15.4,19.09,22.19,27.47,31.17
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,39.56,38.68,35.98,30.49,25.67,21.79,21.86,23.34,29.05,32.88,35.14,38.15
WANDERING,10917,-32.67,116.67,32.89,32.68,29.32,25.21,20.34,17.17,16.07,16.54,19.17,21.83,27.41,31.03
WEIPA-AERO,27045,-12.68,141.92,33.63,32.58,32.9,33.32,33.2,32.23,31.95,32.59,34.79,36.26,36.37,34.82
WILCANNIA-REID-ST,46043,-31.56,143.37,36.26,35.93,32.22,27.08,22.2,19.01,18.27,20.08,24.92,27.99,32.19,33.78
WILLIAMTOWN-RAAF,61078,-32.79,151.84,31.59,30.98,28.84,26.61,23.39,20.94,20.34,21.74,25.03,27.1,27.87,30.57
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,20.71,21.32,20.07,18.0,15.87,13.77,12.95,13.33,14.79,16.52,17.74,19.02
WITTENOOM,5026,-22.24,118.34,42.73,39.97,39.51,36.3,31.94,28.21,27.85,29.73,36.08,40.01,41.39,42.68
WOOMERA-AERODROME,16001,-31.16,136.81,35.34,35.45,31.17,26.33,21.99,18.47,18.15,19.38,24.13,27.26,31.19,32.18
WYALONG-POST-OFFICE,73054,-33.93,147.24,34.06,33.9,30.09,25.56,20.54,16.67,15.41,17.13,20.85,25.23,28.54,31.56
YAMBA-PILOT-STATION,58012,-29.43,153.36,28.53,28.53,27.42,25.93,23.61,21.41,20.76,21.47,23.8,25.21,26.08,27.48
