STATION_NAME,STN_ID,LAT,LON,January,February,March,April,May,June,July,August,September,October,November,December
HALLS-CREEK-AIRPORT,2012,-18.23,127.66,38.78,36.83,37.63,35.28,32.16,29.37,28.51,32.53,36.64,39.04,39.89,38.72
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,22.9,23.02,21.29,18.97,16.04,13.63,13.19,14.52,16.41,18.59,19.62,21.38
HORN-ISLAND,27058,-10.58,142.29,32.73,32.19,32.13,32.18,31.5,30.94,30.2,30.41,31.64,33.08,34.12,33.73
INVERELL-RAGLAN-ST,56242,-29.78,151.11,31.72,30.56,29.05,25.6,21.49,18.19,17.33,18.42,22.27,25.17,27.42,30.31
JERVIS-BAY-POINT-PERPENDICULAR-AWS,68151,-35.09,150.8,24.83,25.12,24.03,22.33,19.81,17.73,16.53,17.31,19.57,21.45,22.01,23.85
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,35.25,31.75,29.98,26.82,21.48,18.52,17.45,19.86,23.57,26.49,29.68,32.76
KALUMBURU,1019,-14.3,126.65,37.29,36.0,36.71,37.98,38.07,35.77,34.7,36.16,38.53,39.89,39.98,38.18
KATANNING-COMPARISON,10579,-33.69,117.56,31.73,30.92,28.63,24.87,20.46,17.3,15.94,17.24,19.39,22.84,27.22,29.85
KERANG,80023,-35.72,143.92,32.54,32.35,28.79,24.02,19.2,15.7,14.54,16.73,20.01,23.61,27.04,30.03
KYANCUTTA,18044,-33.13,135.56,34.18,34.53,30.85,28.22,23.24,20.01,19.48,19.99,23.4,26.77,30.66,32.62
LARAPUNA-EDDYSTONE-POINT,92045,-40.99,148.35,24.76,25.23,24.4,22.12,19.84,17.48,16.99,17.32,18.69,19.61,21.08,23.05
LAUNCESTON-AIRPORT,91311,-41.55,147.21,25.72,25.6,23.82,19.79,16.46,13.65,13.21,14.37,16.12,19.01,21.3,23.64
LAVERTON-RAAF,87031,-37.86,144.76,26.18,26.99,24.52,21.88,17.92,15.26,14.82,16.48,18.51,20.72,22.31,25.03
LEARMONTH-AIRPORT,5007,-22.24,114.1,39.83,38.84,37.62,35.39,30.4,26.7,25.97,27.97,31.09,34.24,36.36,38.11
LONGREACH-AERO,36031,-23.44,144.28,40.98,38.32,36.86,32.6,30.28,24.29,25.15,28.68,31.81,36.67,36.96,38.01
LOW-HEAD,91293,-41.06,146.79,24.2,24.6,23.21,21.43,18.77,17.02,15.89,15.99,16.78,18.16,20.61,22.9
MACKAY-M.O,33119,-21.12,149.22,32.62,31.86,30.34,28.62,26.47,24.95,23.14,24.49,27.21,29.36,31.36,32.26
MARBLE-BAR,4106,-21.18,119.75,41.44,39.46,39.47,36.73,32.11,28.34,27.95,30.06,35.73,40.37,41.47,42.31
MARREE,17031,-29.65,138.06,39.22,38.17,34.12,30.33,24.01,20.43,20.02,23.1,27.58,30.66,34.83,37.5
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,38.51,37.85,35.65,29.65,25.58,20.37,20.34,22.36,27.5,31.83,34.35,37.45
MELBOURNE-REGIONAL-OFFICE,86071,-37.81,144.97,28.62,28.57,25.87,22.99,19.25,16.43,15.99,17.41,18.83,21.79,24.17,26.17
MERREDIN,10092,-31.48,118.28,35.92,34.99,32.85,29.14,23.2,19.18,17.84,19.35,22.72,27.0,30.76,33.91
MILDURA-AIRPORT,76031,-34.24,142.09,33.85,33.66,30.07,25.26,20.83,17.91,16.51,18.43,22.0,25.69,29.04,31.62
MILES-CONSTANCE-STREET,42112,-26.66,150.18,36.73,35.52,34.75,30.38,26.29,23.51,23.35,24.65,29.89,33.13,33.71,36.17
MORAWA-AIRPORT,8296,-29.2,116.02,39.03,38.4,36.18,32.31,25.56,21.42,20.34,22.17,25.4,29.45,32.96,36.48
MOREE-AERO,53115,-29.49,149.85,35.35,34.09,32.47,28.62,24.4,20.64,19.68,21.12,25.48,29.21,31.28,34.67
MORUYA-HEADS-PILOT-STATION,69018,-35.91,150.15,25.41,25.41,25.01,23.47,21.35,18.99,18.06,18.7,20.59,22.11,22.5,24.47
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,25.86,26.64,24.01,20.6,17.33,14.62,14.05,14.83,16.79,18.83,21.0,23.5
NHILL-AERODROME,78015,-36.31,141.65,31.92,31.83,27.59,24.04,19.47,15.55,15.5,16.49,18.57,22.32,26.16,29.48
NORMANTON-AIRPORT,29063,-17.69,141.07,35.39,34.42,34.87,34.95,33.07,30.42,30.52,31.44,34.89,36.4,37.27,36.41
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,26.08,26.55,24.78,22.22,20.09,17.53,17.04,16.92,19.15,21.23,23.37,24.31
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,28.1,26.72,25.33,23.91,20.63,18.27,17.43,19.08,21.91,23.7,24.9,26.32
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,29.97,29.92,25.92,22.56,18.28,14.89,14.48,15.66,18.3,21.67,24.99,27.59
OODNADATTA-AIRPORT,17043,-27.56,135.45,39.82,37.81,33.86,30.15,24.39,20.52,20.13,24.01,28.59,31.44,35.01,38.24
ORBOST,84145,-37.69,148.47,26.61,27.12,24.96,21.64,18.84,16.14,15.51,16.93,18.76,20.73,22.74,24.52
PALMERVILLE,28004,-16.0,144.08,35.03,34.23,33.67,33.99,33.08,31.59,31.11,32.96,35.07,37.82,38.47,37.47
PERTH-AIRPORT,9021,-31.93,115.98,33.12,33.04,31.25,26.93,22.74,19.68,18.77,19.52,21.75,24.09,27.59,29.65
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,37.23,37.62,37.55,36.93,32.33,28.65,28.59,29.67,32.26,36.11,37.54,37.26
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,28.7,28.78,27.3,25.0,22.73,20.92,20.14,21.36,23.75,25.25,25.81,27.43
RABBIT-FLAT,15666,-20.18,130.01,41.85,39.64,38.7,36.54,31.08,28.83,27.53,30.54,37.51,39.73,42.05,41.86
RICHMOND-POST-OFFICE,30045,-20.73,143.14,38.83,38.09,37.8,35.16,31.39,28.19,28.22,29.24,34.96,37.88,39.01,39.66
RICHMOND-RAAF,67105,-33.6,150.78,33.21,32.78,31.02,28.36,25.13,22.29,21.49,23.46,26.48,28.96,30.23,32.11
ROBE-COMPARISON,26026,-37.16,139.76,22.45,23.09,22.24,19.73,17.87,15.5,14.8,15.41,17.23,18.83,20.43,21.74
ROCKHAMPTON-AERO,39083,-23.38,150.48,37.31,36.51,35.56,32.95,30.76,28.09,27.51,28.93,32.3,34.7,35.84,36.72
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,36.07,35.27,31.98,27.55,21.85,17.43,16.54,18.05,21.14,24.69,30.24,34.41
SCONE-AIRPORT-AWS,61363,-32.03,150.83,33.06,32.28,30.08,27.24,22.76,19.67,18.64,20.47,24.19,27.25,29.85,32.56
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,36.84,36.92,33.64,28.69,23.86,19.3,18.76,20.24,22.83,27.73,32.69,35.14
ST-GEORGE-AIRPORT,43109,-28.05,148.59,36.11,34.34,32.69,28.93,24.75,21.24,19.94,22.55,27.33,30.28,32.88,35.57
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,27.38,27.65,25.98,23.63,21.22,18.71,18.06,19.84,22.08,24.51,24.66,26.71
TARCOOLA-AERO,16098,-30.71,134.58,37.01,37.05,32.69,29.68,24.2,20.85,20.96,21.66,26.08,29.26,33.29,35.26
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,40.66,38.63,37.63,34.79,30.42,26.86,26.12,30.7,34.69,37.32,39.09,40.87
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,38.78,37.02,34.59,28.87,25.56,21.24,20.59,23.22,28.5,31.43,34.12,37.3
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,37.99,36.44,33.38,27.99,23.37,20.06,18.53,21.79,26.79,29.87,33.12,36.7
TOWNSVILLE-AERO,32040,-19.25,146.77,34.34,33.85,33.57,32.41,30.81,29.09,27.95,29.13,30.45,32.32,33.17,33.91
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,38.16,36.69,37.58,37.22,35.18,31.26,31.48,33.76,38.13,40.24,40.57,38.91
WAGGA-WAGGA-AMO,72150,-35.16,147.46,33.26,33.53,29.67,24.56,19.15,15.01,13.79,15.77,19.21,23.3,27.32,31.92
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,37.33,35.65,32.85,27.8,23.79,19.81,18.59,21.41,25.33,28.9,32.0,35.56
WANDERING,10917,-32.67,116.67,34.02,34.34,31.45,27.32,21.35,18.76,17.06,17.86,20.73,23.72,28.88,32.61
WEIPA-AERO,27045,-12.68,141.92,32.95,32.0,32.51,33.23,33.08,32.17,31.91,32.64,34.9,36.25,36.18,34.19
WILCANNIA-REID-ST,46043,-31.56,143.37,35.75,35.54,33.23,27.0,22.02,18.83,18.45,19.98,25.14,28.5,31.46,34.16
WILLIAMTOWN-RAAF,61078,-32.79,151.84,29.83,28.83,27.13,24.49,21.32,18.91,17.88,20.08,22.87,25.66,26.46,28.58
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,22.18,22.46,20.36,18.6,16.31,14.5,13.62,13.74,15.43,16.98,18.52,19.53
WITTENOOM,5026,-22.24,118.34,40.62,38.8,37.92,34.67,29.55,25.81,25.35,28.1,32.66,37.11,39.72,40.41
WOOMERA-AERODROME,16001,-31.16,136.81,38.97,38.38,35.41,30.56,25.61,20.93,20.57,22.59,27.18,30.38,35.16,37.36
WYALONG-POST-OFFICE,73054,-33.93,147.24,36.34,34.23,31.2,27.04,21.44,16.5,15.68,17.48,21.65,26.15,31.63,34.1
YAMBA-PILOT-STATION,58012,-29.43,153.36,28.2,28.34,27.59,26.25,23.66,21.83,20.97,22.12,23.8,25.11,26.15,27.19
